2020/09/01 13:50:00
Item,Our Objective,AEMO Objective,Our Violation,AEMO Violation
Value,-14048931.87445869,-275006630.883,0.0,0.0
Interconnector,Inter-flow,AEMO,Losses,AEMO
N-Q-MNSP1,-49.0,-49.0,0.014038499999994514,0.01404
NSW1-QLD1,-279.70184,-230.90251,6.676884338274685,4.28626
VIC1-NSW1,894.451970778818,866.91074,99.14035544879712,92.60132
T-V-MNSP1,-392.3270365582188,-423.02872,17.537461168538307,20.26125
V-SA,-198.19563815229617,-310.0,5.485591139281793,14.8727
V-S-MNSP1,-63.696899478996485,-95.0,9.167585120348443,17.09971
REGIONSUM,Region ID,Total Demand,*Dispatchable Generation*,AEMO Gen Record,*Dispatchable Load*,AEMO Load Record,Net Interconnector Targets (into),AEMO Inter-flow,RAISEREG,AEMO RAISEREG,RAISE6SEC,AEMO RAISE6SEC,RAISE60SEC,AEMO RAISE60SEC,RAISE5MIN,AEMO RAISE5MIN,LOWERREG,AEMO LOWERREG,LOWER6SEC,AEMO LOWER6SEC,LOWER60SEC,AEMO LOWER60SEC,LOWER5MIN,AEMO LOWER5MIN
REGIONSUM,NSW1,6769.92,5608.136797681431,5679.59,0.0,0.0,1223.153810778818,1146.8132500000002,109.0,109.0,86.0,142.0,131.62018999999998,114.0,50.0,50.0,56.52482431015679,58.0,18.14157,35.0,70.0,105.0,70.0,80.0
REGIONSUM,QLD1,4911.2,5243.714964092816,5193.56,0.0,0.0,-328.70184,-279.90251,35.0,20.0,67.62018999999998,75.11,59.0,77.11,31.0,31.0,25.395809999999983,15.87,110.0,61.2,110.0,61.2,0.0,0.0
REGIONSUM,SA1,761.36,1039.15403931,1174.85,12.0,0.0,-261.89253763129267,-405.0,0.0,15.0,105.0,115.0,96.0,83.27,83.0,83.0,50.0,0.0,88.0,93.0,66.0,68.35,58.0,58.0
REGIONSUM,TAS1,1072.75,680.4229634417812,649.72,0.0,0.0,392.3270365582188,423.02872,25.0,5.0,123.0,57.09,80.0,94.49,85.87383,80.87,28.07936568984323,21.13,0.0,0.0,4.020170000000007,7.47,54.031007751937985,30.27
REGIONSUM,VIC1,3933.23,5022.1447238,4893.05,10.0,10.0,-1009.9780423165319,-868.8643686400001,51.0,71.0,89.0,81.42,104.0,101.75,102.0,107.0,50.0,115.0,74.0,100.94,122.0,130.0,81.24280224806205,95.0
PRICE,Region ID,Price,AEMO Regional Reference Price,AEMO ROP,RAISEREG,AEMO RAISEREG,RAISE6SEC,AEMO RAISE6SEC,RAISE60SEC,AEMO RAISE60SEC,RAISE5MIN,AEMO RAISE5MIN,LOWERREG,AEMO LOWERREG,LOWER6SEC,AEMO LOWER6SEC,LOWER60SEC,AEMO LOWER60SEC,LOWER5MIN,AEMO LOWER5MIN
PRICE,NSW1,32.50481891041899,14.23851,14.23851,7.89,5.24,0.89,1.49,1.1,1.73,0.9,0.9,3.99,6.03442,0.03,0.05,0.18,1.4,0.79,2.67442
PRICE,QLD1,0.0,0.0002,0.0002,7.89,5.24,0.89,1.49,1.1,1.73,0.9,0.9,8.462364028002154,6.03442,10.740572511917025,7.68,16.73,7.76031,5.262364028002154,2.67442
PRICE,SA1,18.00910079361098,-350.01,-350.01,7.89,5.24,0.89,1.49,1.1,1.73,0.9,0.9,3.99,6.03442,0.03,0.05,0.18,1.4,0.79,2.67442
PRICE,TAS1,20.32451796438731,20.32,20.32,7.89,5.24,0.89,1.49,1.1,1.73,0.9,0.9,3.8,3.8,0.4,0.05,0.18,0.18,0.5999999999999996,0.44
PRICE,VIC1,19.206159621885625,11.6733,11.6733,7.89,5.24,0.89,1.49,1.1,1.73,0.9,0.9,3.99,6.03442,0.03,0.05,0.18,1.4,0.79,2.67442
