2020/09/03 01:00:00
Item,Our Objective,AEMO Objective,Our Violation,AEMO Violation
Value,10057950957.779362,3160445.485,10071268998.342638,152.0
Interconnector,Inter-flow,AEMO,Losses,AEMO
N-Q-MNSP1,-81.00000000000004,-81.0,2.9741984999999973,2.9742
NSW1-QLD1,-662.6650148872819,-630.48061,40.930562152421444,36.50781
VIC1-NSW1,476.24048602022094,249.33899,13.477532037223906,1.29349
T-V-MNSP1,258.8191261801856,116.80767,5.9488738198143665,0.96039
V-SA,176.84268969526246,285.38685,5.596611679855045,14.61225
V-S-MNSP1,63.00000000000004,72.0,0.10211355000000572,0.86057
REGIONSUM,Region ID,Total Demand,*Dispatchable Generation*,AEMO Gen Record,*Dispatchable Load*,AEMO Load Record,Net Interconnector Targets (into),AEMO Inter-flow,RAISEREG,AEMO RAISEREG,RAISE6SEC,AEMO RAISE6SEC,RAISE60SEC,AEMO RAISE60SEC,RAISE5MIN,AEMO RAISE5MIN,LOWERREG,AEMO LOWERREG,LOWER6SEC,AEMO LOWER6SEC,LOWER60SEC,AEMO LOWER60SEC,LOWER5MIN,AEMO LOWER5MIN
REGIONSUM,NSW1,7467.37,6274.444,6524.44,0.0,0.0,1219.9055009075028,960.8195999999999,98.0,104.0,178.0,161.6,140.79275,132.6,45.0,56.37,38.0,48.0,82.0,95.0,72.0,89.79,7.0,60.0
REGIONSUM,QLD1,5191.01,5959.552018534162,5924.85,0.0,0.0,-743.6650148872819,-711.48061,45.0,45.0,65.0,69.0,48.0,84.14,32.0,31.0,30.0,25.0,0.0,22.5,0.0,0.0,0.0,0.0
REGIONSUM,SA1,1353.65,1115.29,1000.29,0.0,0.0,239.8426896952625,357.38685,50.0,30.0,125.0,101.0,102.0,103.55,84.0,69.0,38.0,40.0,135.70589999999999,70.0,81.0,38.0,95.0,39.0
REGIONSUM,TAS1,1003.01,1267.778,1120.78,0.0,0.0,-258.8191261801856,-116.80767,5.0,25.0,32.79275000000001,73.43,98.0,67.51,101.06492000000003,114.69,35.0,17.0,0.0,27.2,134.79275,151.0,50.0,40.06
REGIONSUM,VIC1,4605.34,5082.181,5121.67,0.0,10.0,-467.0991763301449,-494.35686145999995,22.0,16.0,101.0,96.76,113.0,114.0,122.0,113.0,69.0,80.0,71.0,74.0,94.0,103.0,122.06491999999997,135.0
PRICE,Region ID,Price,AEMO Regional Reference Price,AEMO ROP,RAISEREG,AEMO RAISEREG,RAISE6SEC,AEMO RAISE6SEC,RAISE60SEC,AEMO RAISE60SEC,RAISE5MIN,AEMO RAISE5MIN,LOWERREG,AEMO LOWERREG,LOWER6SEC,AEMO LOWER6SEC,LOWER60SEC,AEMO LOWER60SEC,LOWER5MIN,AEMO LOWER5MIN
PRICE,NSW1,45.14672985656153,44.79825,,2.81,5.5,1.45,1.49,1.1,1.73,0.9,0.99,5.9,3.8,0.95,4.61,0.18,0.38,1.78,0.44
PRICE,QLD1,39.55354387408703,39.55,,2.81,5.5,1.45,1.49,1.1,1.73,0.9,0.99,5.9,3.8,0.95,4.61,0.18,0.38,1.78,0.44
PRICE,SA1,44.36127707587382,47.90655,,2.81,5.5,1.45,1.49,1.1,1.73,0.9,0.99,5.9,3.8,0.95,4.61,0.18,0.38,1.78,0.44
PRICE,TAS1,38.206636903900616,40.92713,,2.81,5.5,1.45,1.49,1.1,1.73,0.9,0.99,5.9,3.8,0.95,4.61,0.18,0.38,1.78,0.44
PRICE,VIC1,41.65329053509094,43.36458,,2.81,5.5,1.45,1.49,1.1,1.73,0.9,0.99,5.9,3.8,0.95,4.61,0.18,0.38,1.78,0.44
