C,OPDP.WORLD,NETWORK_OUTAGE,AEMO,PUBLIC,2019/04/29,13:30:06,0000000307290523,NETWORK,0000000307290523
I,NETWORK,OUTAGEDETAIL,3,OUTAGEID,SUBSTATIONID,EQUIPMENTTYPE,EQUIPMENTID,STARTTIME,ENDTIME,SUBMITTEDDATE,OUTAGESTATUSCODE,RESUBMITREASON,RESUBMITOUTAGEID,RECALLTIMEDAY,RECALLTIMENIGHT,LASTCHANGED,REASON,ISSECONDARY,ACTUAL_STARTTIME,ACTUAL_ENDTIME,COMPANYREFCODE
D,NETWORK,OUTAGEDETAIL,3,822512,COFFS,LINE,96H,"2019/06/03 06:00:00","2019/06/07 17:00:00","2019/04/18 13:44:14",SUBMIT,,,120,120,"2019/04/18 13:44:14","HV equipt commissioning",0,,,TG_492621
D,NETWORK,OUTAGEDETAIL,3,822512,KOOLKHAN,LINE,96H,"2019/06/03 06:00:00","2019/06/07 17:00:00","2019/04/18 13:44:14",SUBMIT,,,120,120,"2019/04/18 13:44:14","HV equipt commissioning",0,,,TG_492621
D,NETWORK,OUTAGEDETAIL,3,822513,ROTS,CB,SVTS2_4B,"2019/05/03 08:00:00","2019/05/03 12:00:00","2019/04/18 13:55:47",WDRAWN,,,15,0,"2019/04/26 08:58:14","HV equipt maintenance",0,,,1000026022
D,NETWORK,OUTAGEDETAIL,3,822514,MURRUMBR,LINE,991,"2019/05/09 08:00:00","2019/05/09 14:00:00","2019/04/18 14:03:06",SUBMIT,,,120,-1,"2019/04/18 14:06:16","HV equipt maintenance",0,,,TG_531034
D,NETWORK,OUTAGEDETAIL,3,822514,WAGGANTH,LINE,991,"2019/05/09 08:00:00","2019/05/09 14:00:00","2019/04/18 14:03:06",SUBMIT,,,120,-1,"2019/04/18 14:06:16","HV equipt maintenance",0,,,TG_531034
D,NETWORK,OUTAGEDETAIL,3,822515,T39_PROS,TRANS,2T,"2019/05/13 11:00:00","2019/05/24 12:00:00","2019/04/18 14:04:09",SUBMIT,,,240,360,"2019/04/18 14:04:09","HV equipt commissioning",0,,,T19-RSV-00308
D,NETWORK,OUTAGEDETAIL,3,822516,KTS,LINE,KTS_WMTS2_220,"2019/04/26 11:30:00","2019/04/26 15:00:00","2019/04/18 15:04:47",WDRAWN,"Information Update",822517,60,0,"2019/04/18 15:05:53","HV equipt maintenance",0,,,1000025610
D,NETWORK,OUTAGEDETAIL,3,822516,WMTS,LINE,KTS_WMTS2_220,"2019/04/26 11:30:00","2019/04/26 15:00:00","2019/04/18 15:04:47",WDRAWN,"Information Update",822517,60,0,"2019/04/18 15:05:53","HV equipt maintenance",0,,,1000025610
D,NETWORK,OUTAGEDETAIL,3,822517,KTS,LINE,KTS_WMTS2_220,"2019/04/26 11:00:00","2019/04/26 15:00:00","2019/04/18 15:05:53",COMPLETE,,,60,0,"2019/04/26 13:53:26","HV equipt maintenance",0,"2019/04/26 11:01:00","2019/04/26 13:44:00",1000025610
D,NETWORK,OUTAGEDETAIL,3,822517,WMTS,LINE,KTS_WMTS2_220,"2019/04/26 11:00:00","2019/04/26 15:00:00","2019/04/18 15:05:53",COMPLETE,,,60,0,"2019/04/26 13:53:26","HV equipt maintenance",0,"2019/04/26 11:01:00","2019/04/26 13:44:00",1000025610
D,NETWORK,OUTAGEDETAIL,3,822518,T32_BWTR,CB,SVC_4812,"2019/05/07 09:30:00","2019/05/10 16:00:00","2019/04/18 15:15:29",MTLTP,,,180,120,"2019/04/23 16:19:49","HV equipt maintenance",0,,,T19-RSV-00946
D,NETWORK,OUTAGEDETAIL,3,822518,T32_BWTR,SVC,1_T32,"2019/05/07 09:30:00","2019/05/10 16:00:00","2019/04/18 15:15:29",MTLTP,,,180,120,"2019/04/23 16:19:49","HV equipt maintenance",0,,,T19-RSV-00946
D,NETWORK,OUTAGEDETAIL,3,822519,KURRI,LINE,95R,"2019/04/18 15:54:00","2019/04/22 15:54:00","2019/04/18 15:57:26",WDRAWN,"Information Update",822603,-1,-1,"2019/04/23 12:49:56","HV equipt maintenance",0,,,TG_532499
D,NETWORK,OUTAGEDETAIL,3,822519,ROTHBURY,LINE,95R,"2019/04/18 15:54:00","2019/04/22 15:54:00","2019/04/18 15:57:26",WDRAWN,"Information Update",822603,-1,-1,"2019/04/23 12:49:56","HV equipt maintenance",0,,,TG_532499
D,NETWORK,OUTAGEDETAIL,3,822520,H11_NEBO,LINE,132KV_7119,"2019/04/29 07:00:00","2019/05/17 16:30:00","2019/04/18 16:10:36",WDRAWN,"Information Update",822688,480,510,"2019/04/26 08:59:07","HV equipt maintenance",0,,,Q19S/0618
D,NETWORK,OUTAGEDETAIL,3,822520,T65_ALCK,LINE,132KV_7119,"2019/04/29 07:00:00","2019/05/17 16:30:00","2019/04/18 16:10:36",WDRAWN,"Information Update",822688,480,510,"2019/04/26 08:59:07","HV equipt maintenance",0,,,Q19S/0618
D,NETWORK,OUTAGEDETAIL,3,822521,T5_GLAD,CB,GEN_4232,"2019/04/04 14:00:00","2019/04/26 11:00:00","2019/04/18 16:56:23",COMPLETE,,,0,0,"2019/04/26 15:14:35","HV equipt maintenance",0,"2019/04/04 14:03:00","2019/04/26 14:52:00",Q19S/0644
D,NETWORK,OUTAGEDETAIL,3,822521,T5_GLAD,TRANS,3_GEN_T5,"2019/04/04 14:00:00","2019/04/26 11:00:00","2019/04/18 16:56:23",COMPLETE,,,0,0,"2019/04/26 15:14:35","HV equipt maintenance",0,"2019/04/04 14:03:00","2019/04/26 14:52:00",Q19S/0644
D,NETWORK,OUTAGEDETAIL,3,822522,JINDERA,LINE,62,"2019/05/20 08:00:00","2019/05/20 16:00:00","2019/04/18 17:00:21",SUBMIT,,,240,120,"2019/04/18 17:00:21","HV equipt commissioning",0,,,TG_532505
D,NETWORK,OUTAGEDETAIL,3,822522,WAGGA330,LINE,62,"2019/05/20 08:00:00","2019/05/20 16:00:00","2019/04/18 17:00:21",SUBMIT,,,240,120,"2019/04/18 17:00:21","HV equipt commissioning",0,,,TG_532505
D,NETWORK,OUTAGEDETAIL,3,822523,JINDERA,LINE,62,"2019/05/21 08:00:00","2019/05/21 16:00:00","2019/04/18 17:00:22",SUBMIT,,,240,120,"2019/04/18 17:00:22","HV equipt commissioning",0,,,TG_532506
D,NETWORK,OUTAGEDETAIL,3,822523,WAGGA330,LINE,62,"2019/05/21 08:00:00","2019/05/21 16:00:00","2019/04/18 17:00:22",SUBMIT,,,240,120,"2019/04/18 17:00:22","HV equipt commissioning",0,,,TG_532506
D,NETWORK,OUTAGEDETAIL,3,822524,JINDERA,LINE,62,"2019/05/22 08:00:00","2019/05/22 16:00:00","2019/04/18 17:00:23",SUBMIT,,,240,120,"2019/04/18 17:00:23","HV equipt commissioning",0,,,TG_532507
D,NETWORK,OUTAGEDETAIL,3,822524,WAGGA330,LINE,62,"2019/05/22 08:00:00","2019/05/22 16:00:00","2019/04/18 17:00:23",SUBMIT,,,240,120,"2019/04/18 17:00:23","HV equipt commissioning",0,,,TG_532507
D,NETWORK,OUTAGEDETAIL,3,822525,JINDERA,LINE,62,"2019/05/23 08:00:00","2019/05/23 16:00:00","2019/04/18 17:00:24",SUBMIT,,,240,120,"2019/04/18 17:00:24","HV equipt commissioning",0,,,TG_532508
D,NETWORK,OUTAGEDETAIL,3,822525,WAGGA330,LINE,62,"2019/05/23 08:00:00","2019/05/23 16:00:00","2019/04/18 17:00:24",SUBMIT,,,240,120,"2019/04/18 17:00:24","HV equipt commissioning",0,,,TG_532508
D,NETWORK,OUTAGEDETAIL,3,822526,JINDERA,LINE,62,"2019/05/24 08:00:00","2019/05/24 16:00:00","2019/04/18 17:00:25",SUBMIT,,,240,120,"2019/04/18 17:00:25","HV equipt commissioning",0,,,TG_532509
D,NETWORK,OUTAGEDETAIL,3,822526,WAGGA330,LINE,62,"2019/05/24 08:00:00","2019/05/24 16:00:00","2019/04/18 17:00:25",SUBMIT,,,240,120,"2019/04/18 17:00:25","HV equipt commissioning",0,,,TG_532509
D,NETWORK,OUTAGEDETAIL,3,822527,TAREE,LINE,963,"2019/05/15 07:30:00","2019/05/15 16:30:00","2019/04/18 17:07:46",SUBMIT,,,240,-1,"2019/04/18 17:07:46","HV equipt maintenance",0,,,TG_531513
D,NETWORK,OUTAGEDETAIL,3,822527,TOMAGO,LINE,963,"2019/05/15 07:30:00","2019/05/15 16:30:00","2019/04/18 17:07:46",SUBMIT,,,240,-1,"2019/04/18 17:07:46","HV equipt maintenance",0,,,TG_531513
D,NETWORK,OUTAGEDETAIL,3,822528,TAREE,LINE,963,"2019/05/16 07:30:00","2019/05/16 16:30:00","2019/04/18 17:07:47",SUBMIT,,,240,-1,"2019/04/18 17:07:47","HV equipt maintenance",0,,,TG_531514
D,NETWORK,OUTAGEDETAIL,3,822528,TOMAGO,LINE,963,"2019/05/16 07:30:00","2019/05/16 16:30:00","2019/04/18 17:07:47",SUBMIT,,,240,-1,"2019/04/18 17:07:47","HV equipt maintenance",0,,,TG_531514
D,NETWORK,OUTAGEDETAIL,3,822529,TAREE,LINE,963,"2019/05/17 07:30:00","2019/05/17 16:30:00","2019/04/18 17:07:49",SUBMIT,,,240,-1,"2019/04/18 17:07:49","HV equipt maintenance",0,,,TG_531515
D,NETWORK,OUTAGEDETAIL,3,822529,TOMAGO,LINE,963,"2019/05/17 07:30:00","2019/05/17 16:30:00","2019/04/18 17:07:49",SUBMIT,,,240,-1,"2019/04/18 17:07:49","HV equipt maintenance",0,,,TG_531515
D,NETWORK,OUTAGEDETAIL,3,822530,H10_BCMB,CB,FDR_71702,"2019/01/22 07:00:00","2019/04/30 17:00:00","2019/04/18 17:18:31",PTP,,,0,0,"2019/04/18 17:23:59","HV equipt maintenance",0,"2019/01/22 08:15:00",,Q18S/2042
D,NETWORK,OUTAGEDETAIL,3,822530,H10_BCMB,LINE,132KV_7170,"2019/01/22 07:00:00","2019/04/30 17:00:00","2019/04/18 17:18:31",PTP,,,0,0,"2019/04/18 17:23:59","HV equipt maintenance",0,"2019/01/22 08:15:00",,Q18S/2042
D,NETWORK,OUTAGEDETAIL,3,822532,H2_SPINE,LINE,110KV_7341,"2019/04/19 04:34:00","2019/04/19 17:00:00","2019/04/19 05:41:11",COMPLETE,,,-1,-1,"2019/04/19 15:45:45","HV equipt maintenance",0,"2019/04/19 04:34:00","2019/04/19 15:25:00","Fdr 7341"
D,NETWORK,OUTAGEDETAIL,3,822532,SSNGE,LINE,110KV_7341,"2019/04/19 04:34:00","2019/04/19 17:00:00","2019/04/19 05:41:11",COMPLETE,,,-1,-1,"2019/04/19 15:45:45","HV equipt maintenance",0,"2019/04/19 04:34:00","2019/04/19 15:25:00","Fdr 7341"
D,NETWORK,OUTAGEDETAIL,3,822536,T13_CHIN,LINE,132KV_7350,"2019/05/08 13:00:00","2019/05/08 17:00:00","2019/04/19 08:37:23",MTLTP,,,15,0,"2019/04/23 16:22:51","Secondary equipt maintenance",1,,,S19-RSV-00021
D,NETWORK,OUTAGEDETAIL,3,822536,T194_CLB,LINE,132KV_7350,"2019/05/08 13:00:00","2019/05/08 17:00:00","2019/04/19 08:37:23",MTLTP,,,15,0,"2019/04/23 16:22:51","Secondary equipt maintenance",1,,,S19-RSV-00021
D,NETWORK,OUTAGEDETAIL,3,822537,T13_CHIN,LINE,132KV_7349,"2019/05/09 08:00:00","2019/05/09 12:00:00","2019/04/19 08:48:55",MTLTP,,,15,0,"2019/04/23 16:36:32","Secondary equipt maintenance",1,,,S19-RSV-00022
D,NETWORK,OUTAGEDETAIL,3,822537,T194_CLB,LINE,132KV_7349,"2019/05/09 08:00:00","2019/05/09 12:00:00","2019/04/19 08:48:55",MTLTP,,,15,0,"2019/04/23 16:36:32","Secondary equipt maintenance",1,,,S19-RSV-00022
D,NETWORK,OUTAGEDETAIL,3,822540,HWTS,LINE,HWTS_SMTS1_500,"2019/04/19 02:10:00","2019/04/23 05:00:00","2019/04/19 09:22:48",COMPLETE,,,-1,-1,"2019/04/23 05:30:07","HV equipt maintenance",0,"2019/04/19 02:10:00","2019/04/23 05:26:00",
D,NETWORK,OUTAGEDETAIL,3,822540,SMTS,LINE,HWTS_SMTS1_500,"2019/04/19 02:10:00","2019/04/23 05:00:00","2019/04/19 09:22:48",COMPLETE,,,-1,-1,"2019/04/23 05:30:07","HV equipt maintenance",0,"2019/04/19 02:10:00","2019/04/23 05:26:00",
D,NETWORK,OUTAGEDETAIL,3,822542,H18_TRNG,CB,CPLR_5002,"2019/05/14 10:00:00","2019/05/14 16:00:00","2019/04/19 09:38:14",SUBMIT,,,15,0,"2019/04/19 09:38:14","Secondary equipt maintenance",1,,,S19-RSV-00084
D,NETWORK,OUTAGEDETAIL,3,822543,SNUGGY,CB,CB6230,"2019/04/19 12:00:00","2019/04/19 13:00:00","2019/04/19 09:54:36",COMPLETE,,,-1,-1,"2019/04/19 14:58:44","HV equipt maintenance",0,"2019/04/19 11:09:00","2019/04/19 11:52:00",6230
D,NETWORK,OUTAGEDETAIL,3,822544,H9_PLMWD,TRANS,X8,"2019/05/17 09:00:00","2019/05/17 15:00:00","2019/04/19 11:10:28",SUBMIT,,,15,0,"2019/04/19 11:10:28","Secondary equipt maintenance",1,,,S19-RSV-00018
D,NETWORK,OUTAGEDETAIL,3,822545,H14_MRDG,LINE,110KV_7348,"2019/05/15 07:30:00","2019/05/15 16:00:00","2019/04/19 11:23:04",WDRAWN,,,60,0,"2019/04/26 17:25:50","Secondary equipt commissioning",1,,,S19-RSV-00229
D,NETWORK,OUTAGEDETAIL,3,822545,H14_MRDG,LINE,110KV_727,"2019/05/15 07:30:00","2019/05/15 16:00:00","2019/04/19 11:23:04",WDRAWN,,,60,0,"2019/04/26 17:25:50","Secondary equipt commissioning",1,,,S19-RSV-00229
D,NETWORK,OUTAGEDETAIL,3,822545,SST29,LINE,110KV_727,"2019/05/15 07:30:00","2019/05/15 16:00:00","2019/04/19 11:23:04",WDRAWN,,,60,0,"2019/04/26 17:25:50","Secondary equipt commissioning",1,,,S19-RSV-00229
D,NETWORK,OUTAGEDETAIL,3,822545,SST29,LINE,110KV_7348,"2019/05/15 07:30:00","2019/05/15 16:00:00","2019/04/19 11:23:04",WDRAWN,,,60,0,"2019/04/26 17:25:50","Secondary equipt commissioning",1,,,S19-RSV-00229
D,NETWORK,OUTAGEDETAIL,3,822547,CBTS,CB,A1TR_HWTS4,"2019/04/10 15:52:00","2019/04/26 17:00:00","2019/04/19 19:43:04",WDRAWN,"Information Update",822583,-1,-1,"2019/04/23 09:00:15","HV equipt maintenance",0,"2019/04/10 15:52:00",,1000026310
D,NETWORK,OUTAGEDETAIL,3,822548,WMTS,CAP,3CAP_3B_66,"2019/02/25 05:30:00","2019/04/26 16:00:00","2019/04/19 19:43:43",WDRAWN,"Information Update",822750,-1,-1,"2019/04/26 16:20:02","HV equipt maintenance",0,"2019/02/25 06:02:00",,1000024865
D,NETWORK,OUTAGEDETAIL,3,822549,RWTS,CAP,2BCAP_2B_66,"2019/01/08 06:00:00","2019/04/26 15:00:00","2019/04/19 19:44:31",WDRAWN,"Information Update",822733,-1,-1,"2019/04/26 14:01:43","HV equipt maintenance",0,"2019/01/08 06:24:00",,1000024446
D,NETWORK,OUTAGEDETAIL,3,822550,BTS,TRANS,L1TR,"2018/04/04 07:00:00","2019/05/24 06:00:00","2019/04/19 19:45:18",PTP,,,-1,-1,"2019/04/19 19:48:14","HV equipt maintenance",0,"2018/04/04 06:52:00",,1000020768
D,NETWORK,OUTAGEDETAIL,3,822551,TUMUT1_2,CB,U72,"2019/04/20 08:38:00","2019/04/20 12:00:00","2019/04/20 08:41:31",WDRAWN,"Information Update",822560,-1,-1,"2019/04/20 14:42:09","HV equipt maintenance",0,"2019/04/20 08:38:00",,TG_532559
D,NETWORK,OUTAGEDETAIL,3,822552,H63_TBAR,TRANS,X2,"2019/05/20 12:00:00","2019/05/20 15:00:00","2019/04/20 10:57:46",SUBMIT,,,15,0,"2019/04/20 10:57:46","Secondary equipt maintenance",1,,,S19-RSV-01117
D,NETWORK,OUTAGEDETAIL,3,822557,H76_WAND,CB,4012,"2019/05/21 14:00:00","2019/05/21 17:00:00","2019/04/20 12:01:46",SUBMIT,,,15,0,"2019/04/20 12:01:46","Secondary equipt maintenance",1,,,S19-RSV-00077
D,NETWORK,OUTAGEDETAIL,3,822560,TUMUT1_2,CB,U72,"2019/04/20 08:38:00","2019/04/22 16:00:00","2019/04/20 14:42:09",COMPLETE,,,-1,-1,"2019/04/22 14:58:13","HV equipt maintenance",0,"2019/04/20 08:38:00","2019/04/22 14:48:00",TG_532559
D,NETWORK,OUTAGEDETAIL,3,822565,H76_WAND,TRANS,5_H76,"2019/05/22 14:00:00","2019/05/22 17:00:00","2019/04/21 14:39:56",SUBMIT,,,15,0,"2019/04/21 14:39:56","Secondary equipt maintenance",1,,,S19-RSV-00079
D,NETWORK,OUTAGEDETAIL,3,822567,VALES_PT,TRANS,6H,"2019/04/05 20:00:00","2019/04/23 17:00:00","2019/04/21 17:23:26",COMPLETE,,,5940,5940,"2019/04/24 05:38:01","HV equipt maintenance",0,"2019/04/05 20:31:00","2019/04/24 03:05:00",TG_522948
D,NETWORK,OUTAGEDETAIL,3,822570,H10_BCMB,CB,CPLR_5042,"2019/05/23 07:00:00","2019/05/23 11:00:00","2019/04/22 10:30:25",SUBMIT,,,5,0,"2019/04/22 10:30:25","Secondary equipt maintenance",1,,,S19-RSV-00424
D,NETWORK,OUTAGEDETAIL,3,822571,H10_BCMB,CB,CPLR_5052,"2019/05/23 11:30:00","2019/05/23 16:00:00","2019/04/22 10:31:29",SUBMIT,,,5,0,"2019/04/22 10:31:29","Secondary equipt maintenance",1,,,S19-RSV-00423
D,NETWORK,OUTAGEDETAIL,3,822574,ALSTONVL,LINE,8502,"2019/05/07 07:30:00","2019/05/07 15:00:00","2019/04/22 13:43:48",SUBMIT,,,-1,-1,"2019/04/22 13:43:48","HV equipt maintenance",0,,,379093
D,NETWORK,OUTAGEDETAIL,3,822574,EAST_LIS,LINE,8502,"2019/05/07 07:30:00","2019/05/07 15:00:00","2019/04/22 13:43:48",SUBMIT,,,-1,-1,"2019/04/22 13:43:48","HV equipt maintenance",0,,,379093
D,NETWORK,OUTAGEDETAIL,3,822575,H13_ROSS,SVC,1_H13,"2019/04/30 22:00:00","2019/05/01 06:00:00","2019/04/23 07:21:07",STLTP,,,15,15,"2019/04/23 13:01:58","HV equipt commissioning",1,,,Q19S/0665
D,NETWORK,OUTAGEDETAIL,3,822575,H39_WORE,SVC,3_H39,"2019/04/30 22:00:00","2019/05/01 06:00:00","2019/04/23 07:21:07",STLTP,,,15,15,"2019/04/23 13:01:58","HV equipt commissioning",1,,,Q19S/0665
D,NETWORK,OUTAGEDETAIL,3,822576,H13_ROSS,LINE,275KV_857,"2019/04/30 23:00:00","2019/05/01 00:00:00","2019/04/23 07:32:38",STLTP,,,15,15,"2019/04/23 12:57:39","HV equipt commissioning",0,,,Q19S/0665A
D,NETWORK,OUTAGEDETAIL,3,822576,H32_CHLM,LINE,275KV_857,"2019/04/30 23:00:00","2019/05/01 00:00:00","2019/04/23 07:32:38",STLTP,,,15,15,"2019/04/23 12:57:39","HV equipt commissioning",0,,,Q19S/0665A
D,NETWORK,OUTAGEDETAIL,3,822577,H13_ROSS,SVC,1_H13,"2019/04/30 00:00:00","2019/05/01 00:30:00","2019/04/23 07:38:55",WDRAWN,"Information Update",822579,15,0,"2019/04/23 07:43:03","HV equipt commissioning",0,,,Q19S/0665B
D,NETWORK,OUTAGEDETAIL,3,822578,H39_WORE,SVC,3_H39,"2019/05/01 01:15:00","2019/05/01 01:45:00","2019/04/23 07:40:54",STLTP,,,15,0,"2019/04/24 16:13:53","HV equipt commissioning",0,,,Q19S/0665C
D,NETWORK,OUTAGEDETAIL,3,822579,H13_ROSS,SVC,1_H13,"2019/05/01 00:00:00","2019/05/01 00:30:00","2019/04/23 07:43:03",STLTP,,,15,0,"2019/04/24 16:13:43","HV equipt commissioning",0,,,Q19S/0665B
D,NETWORK,OUTAGEDETAIL,3,822580,H39_WORE,SVC,3_H39,"2019/05/01 02:30:00","2019/05/01 03:00:00","2019/04/23 07:45:45",STLTP,,,15,0,"2019/04/24 16:17:44","HV equipt commissioning",0,,,Q19S/0665D
D,NETWORK,OUTAGEDETAIL,3,822581,H13_ROSS,SVC,1_H13,"2019/05/01 03:00:00","2019/05/01 03:30:00","2019/04/23 07:47:18",STLTP,,,15,0,"2019/04/24 16:17:55","HV equipt commissioning",0,,,Q19S/0665E
D,NETWORK,OUTAGEDETAIL,3,822582,CANBERRA,LINE,6,"2019/04/23 10:30:00","2019/04/23 14:30:00","2019/04/23 08:15:10",COMPLETE,,,30,-1,"2019/04/23 10:53:41","Secondary equipt maintenance",1,"2019/04/23 10:12:00","2019/04/23 10:46:00",TG_532558
D,NETWORK,OUTAGEDETAIL,3,822582,CAPITAL,LINE,6,"2019/04/23 10:30:00","2019/04/23 14:30:00","2019/04/23 08:15:10",COMPLETE,,,30,-1,"2019/04/23 10:53:41","Secondary equipt maintenance",1,"2019/04/23 10:12:00","2019/04/23 10:46:00",TG_532558
D,NETWORK,OUTAGEDETAIL,3,822583,CBTS,CB,A1TR_HWTS4,"2019/04/10 15:52:00","2019/05/09 16:00:00","2019/04/23 09:00:15",PTP,,,-1,-1,"2019/04/24 12:22:53","HV equipt maintenance",0,"2019/04/10 15:52:00",,1000026303
D,NETWORK,OUTAGEDETAIL,3,822584,MT_PIPER,CB,5062,"2019/05/14 07:00:00","2019/05/14 17:00:00","2019/04/23 09:33:47",SUBMIT,,,180,-1,"2019/04/23 09:33:47","HV equipt commissioning",0,,,TG_527874
D,NETWORK,OUTAGEDETAIL,3,822585,MT_PIPER,CB,5072,"2019/05/15 08:00:00","2019/05/15 17:00:00","2019/04/23 09:34:51",SUBMIT,,,120,-1,"2019/04/23 09:34:51","HV equipt commissioning",0,,,TG_531511
D,NETWORK,OUTAGEDETAIL,3,822586,MT_PIPER,CB,5212,"2019/05/16 08:00:00","2019/05/16 17:00:00","2019/04/23 09:36:58",SUBMIT,,,120,-1,"2019/04/23 09:36:58","HV equipt commissioning",0,,,TG_531626
D,NETWORK,OUTAGEDETAIL,3,822587,MT_PIPER,CB,5222,"2019/05/17 08:00:00","2019/05/17 17:00:00","2019/04/23 09:38:02",SUBMIT,,,120,-1,"2019/04/23 09:38:02","HV equipt commissioning",0,,,TG_531512
D,NETWORK,OUTAGEDETAIL,3,822588,H13_ROSS,SVC,1_H13,"2019/05/01 22:00:00","2019/05/02 06:00:00","2019/04/23 09:38:05",STLTP,,,15,15,"2019/04/24 16:17:18","HV equipt commissioning",1,,,Q19S/0666
D,NETWORK,OUTAGEDETAIL,3,822588,H39_WORE,SVC,3_H39,"2019/05/01 22:00:00","2019/05/02 06:00:00","2019/04/23 09:38:05",STLTP,,,15,15,"2019/04/24 16:17:18","HV equipt commissioning",1,,,Q19S/0666
D,NETWORK,OUTAGEDETAIL,3,822591,R3_BULLI,CB,FDR_99022,"2019/04/23 13:00:00","2019/04/23 17:00:00","2019/04/23 10:25:08",COMPLETE,,,30,0,"2019/04/23 17:30:51","HV equipt maintenance",0,"2019/04/23 12:45:00","2019/04/23 17:20:00",Q19S/0669
D,NETWORK,OUTAGEDETAIL,3,822592,RTS,TRANS,B2TR,"2019/05/14 06:30:00","2019/05/23 17:00:00","2019/04/23 10:32:45",SUBMIT,,,90,150,"2019/04/23 10:32:45","HV equipt maintenance",0,,,1000026025
D,NETWORK,OUTAGEDETAIL,3,822593,H39_WORE,SVC,3_H39,"2019/05/01 22:00:00","2019/05/01 22:30:00","2019/04/23 10:41:47",STLTP,,,15,0,"2019/04/24 16:15:47","HV equipt commissioning",0,,,Q19S/0666A
D,NETWORK,OUTAGEDETAIL,3,822594,RTS,TRANS,B2TR,"2019/05/26 07:00:00","2019/05/26 12:00:00","2019/04/23 10:53:46",SUBMIT,,,180,0,"2019/04/23 10:53:46","HV equipt maintenance",0,,,1000026027
D,NETWORK,OUTAGEDETAIL,3,822595,H21_MRRE,CB,FDR_72712,"2019/05/20 07:00:00","2019/05/20 11:00:00","2019/04/23 11:02:59",SUBMIT,,,60,0,"2019/04/23 11:02:59","HV equipt maintenance",0,,,T19-RSV-00520
D,NETWORK,OUTAGEDETAIL,3,822596,RTS,TRANS,B2TR,"2019/05/18 06:30:00","2019/05/18 17:30:00","2019/04/23 11:05:24",SUBMIT,,,-1,-1,"2019/04/23 11:05:24","HV equipt maintenance",0,,,1000026026
D,NETWORK,OUTAGEDETAIL,3,822597,RTS,TRANS,B2TR,"2019/05/19 06:30:00","2019/05/19 17:30:00","2019/04/23 11:05:24",SUBMIT,,,-1,-1,"2019/04/23 11:05:24","HV equipt maintenance",0,,,1000026026
D,NETWORK,OUTAGEDETAIL,3,822598,MURRAY,LINE,M11,"2019/05/17 07:30:00","2019/05/20 14:00:00","2019/04/23 11:21:52",SUBMIT,,,600,600,"2019/04/23 11:21:52","HV equipt maintenance",0,,,TG_532624
D,NETWORK,OUTAGEDETAIL,3,822599,R3_BULLI,CB,FDR_8M2,"2019/04/24 08:00:00","2019/04/24 11:00:00","2019/04/23 11:36:51",WDRAWN,,,30,0,"2019/04/23 11:51:04","HV equipt maintenance",0,,,Q19S/0670
D,NETWORK,OUTAGEDETAIL,3,822601,WELLNGTN,LINE,79,"2019/05/06 07:00:00","2019/05/10 18:00:00","2019/04/23 11:38:40",MTLTP,,,120,180,"2019/04/26 10:19:50","HV equipt commissioning",0,,,TG_357503
D,NETWORK,OUTAGEDETAIL,3,822601,WOLLAR,LINE,79,"2019/05/06 07:00:00","2019/05/10 18:00:00","2019/04/23 11:38:40",MTLTP,,,120,180,"2019/04/26 10:19:50","HV equipt commissioning",0,,,TG_357503
D,NETWORK,OUTAGEDETAIL,3,822602,R3_BULLI,CB,FDR_8L2,"2019/04/24 08:00:00","2019/04/24 11:00:00","2019/04/23 11:51:34",COMPLETE,,,30,0,"2019/04/24 13:43:31","HV equipt maintenance",0,"2019/04/24 06:56:00","2019/04/24 10:36:00",Q19S/0670
D,NETWORK,OUTAGEDETAIL,3,822603,KURRI,LINE,95R,"2019/04/18 15:54:00","2019/04/25 15:54:00","2019/04/23 12:49:56",WDRAWN,"Information Update",822605,-1,-1,"2019/04/23 12:57:17","HV equipt maintenance",0,,,TG_532499
D,NETWORK,OUTAGEDETAIL,3,822603,ROTHBURY,LINE,95R,"2019/04/18 15:54:00","2019/04/25 15:54:00","2019/04/23 12:49:56",WDRAWN,"Information Update",822605,-1,-1,"2019/04/23 12:57:17","HV equipt maintenance",0,,,TG_532499
D,NETWORK,OUTAGEDETAIL,3,822605,KURRI,LINE,95R,"2019/04/18 15:54:00","2019/04/26 15:54:00","2019/04/23 12:57:17",COMPLETE,,,-1,-1,"2019/04/25 14:05:57","HV equipt maintenance",0,,,TG_532499
D,NETWORK,OUTAGEDETAIL,3,822605,ROTHBURY,LINE,95R,"2019/04/18 15:54:00","2019/04/26 15:54:00","2019/04/23 12:57:17",COMPLETE,,,-1,-1,"2019/04/25 14:05:57","HV equipt maintenance",0,,,TG_532499
D,NETWORK,OUTAGEDETAIL,3,822606,WAGGA132,LINE,99W,"2019/05/10 08:00:00","2019/05/10 15:00:00","2019/04/23 13:05:41",SUBMIT,,,60,-1,"2019/04/23 13:05:41","HV equipt commissioning",0,,,TG_530834
D,NETWORK,OUTAGEDETAIL,3,822606,WAGGA330,LINE,99W,"2019/05/10 08:00:00","2019/05/10 15:00:00","2019/04/23 13:05:41",SUBMIT,,,60,-1,"2019/04/23 13:05:41","HV equipt commissioning",0,,,TG_530834
