C,OPDP.WORLD,NETWORK_OUTAGE,AEMO,PUBLIC,2019/04/29,13:30:06,0000000307290523,NETWORK,0000000307290523
I,NETWORK,OUTAGEDETAIL,3,OUTAGEID,SUBSTATIONID,EQUIPMENTTYPE,EQUIPMENTID,STARTTIME,ENDTIME,SUBMITTEDDATE,OUTAGESTATUSCODE,RESUBMITREASON,RESUBMITOUTAGEID,RECALLTIMEDAY,RECALLTIMENIGHT,LASTCHANGED,REASON,ISSECONDARY,ACTUAL_STARTTIME,ACTUAL_ENDTIME,COMPANYREFCODE
D,NETWORK,OUTAGEDETAIL,3,819340,SYD_WEST,LINE,1C,"2019/04/29 06:30:00","2019/04/29 11:30:00","2019/02/20 10:56:21",WDRAWN,,,120,120,"2019/04/27 14:29:34","HV equipt maintenance",0,,,TG_497203
D,NETWORK,OUTAGEDETAIL,3,819341,SYD_WEST,LINE,1F,"2019/04/29 12:00:00","2019/04/29 17:00:00","2019/02/20 10:56:22",WDRAWN,,,120,-1,"2019/04/27 14:30:00","HV equipt maintenance",0,,,TG_503022
D,NETWORK,OUTAGEDETAIL,3,819344,RCTS,LINE,RCTS_WETS_220,"2019/05/16 06:00:00","2019/05/16 15:00:00","2019/02/20 10:56:40",WDRAWN,"Information Update",821229,120,0,"2019/03/26 10:56:01","HV equipt maintenance",0,,,1000020835
D,NETWORK,OUTAGEDETAIL,3,819344,WETS,LINE,RCTS_WETS_220,"2019/05/16 06:00:00","2019/05/16 15:00:00","2019/02/20 10:56:40",WDRAWN,"Information Update",821229,120,0,"2019/03/26 10:56:01","HV equipt maintenance",0,,,1000020835
D,NETWORK,OUTAGEDETAIL,3,819345,RCTS,LINE,RCTS_WETS_220,"2019/05/18 06:00:00","2019/05/18 15:00:00","2019/02/20 10:57:33",WDRAWN,"Information Update",821292,120,0,"2019/03/27 12:07:44","HV equipt maintenance",0,,,1000020836
D,NETWORK,OUTAGEDETAIL,3,819345,WETS,LINE,RCTS_WETS_220,"2019/05/18 06:00:00","2019/05/18 15:00:00","2019/02/20 10:57:33",WDRAWN,"Information Update",821292,120,0,"2019/03/27 12:07:44","HV equipt maintenance",0,,,1000020836
D,NETWORK,OUTAGEDETAIL,3,819346,RCTS,LINE,RCTS_WETS_220,"2019/05/19 06:00:00","2019/05/19 15:00:00","2019/02/20 10:57:33",WDRAWN,"Information Update",821293,120,0,"2019/03/27 12:07:45","HV equipt maintenance",0,,,1000020836
D,NETWORK,OUTAGEDETAIL,3,819346,WETS,LINE,RCTS_WETS_220,"2019/05/19 06:00:00","2019/05/19 15:00:00","2019/02/20 10:57:33",WDRAWN,"Information Update",821293,120,0,"2019/03/27 12:07:45","HV equipt maintenance",0,,,1000020836
D,NETWORK,OUTAGEDETAIL,3,819349,RCTS,LINE,RCTS_WETS_220,"2019/05/21 06:00:00","2019/05/21 15:00:00","2019/02/20 10:59:01",WDRAWN,"Information Update",821294,120,0,"2019/03/27 12:14:03","HV equipt maintenance",0,,,1000020837
D,NETWORK,OUTAGEDETAIL,3,819349,WETS,LINE,RCTS_WETS_220,"2019/05/21 06:00:00","2019/05/21 15:00:00","2019/02/20 10:59:01",WDRAWN,"Information Update",821294,120,0,"2019/03/27 12:14:03","HV equipt maintenance",0,,,1000020837
D,NETWORK,OUTAGEDETAIL,3,819350,RCTS,LINE,RCTS_WETS_220,"2019/05/22 06:00:00","2019/05/22 15:00:00","2019/02/20 10:59:01",WDRAWN,"Information Update",821295,120,0,"2019/03/27 12:14:04","HV equipt maintenance",0,,,1000020837
D,NETWORK,OUTAGEDETAIL,3,819350,WETS,LINE,RCTS_WETS_220,"2019/05/22 06:00:00","2019/05/22 15:00:00","2019/02/20 10:59:01",WDRAWN,"Information Update",821295,120,0,"2019/03/27 12:14:04","HV equipt maintenance",0,,,1000020837
D,NETWORK,OUTAGEDETAIL,3,819351,RCTS,LINE,RCTS_WETS_220,"2019/05/24 06:00:00","2019/05/24 15:00:00","2019/02/20 11:00:12",WDRAWN,,,120,0,"2019/02/20 11:02:37","HV equipt maintenance",0,,,1000020838
D,NETWORK,OUTAGEDETAIL,3,819351,WETS,LINE,RCTS_WETS_220,"2019/05/24 06:00:00","2019/05/24 15:00:00","2019/02/20 11:00:12",WDRAWN,,,120,0,"2019/02/20 11:02:37","HV equipt maintenance",0,,,1000020838
D,NETWORK,OUTAGEDETAIL,3,819352,RCTS,LINE,RCTS_WETS_220,"2019/05/25 06:00:00","2019/05/25 15:00:00","2019/02/20 11:04:11",WDRAWN,"Information Update",821296,120,0,"2019/03/27 12:15:12","HV equipt maintenance",0,,,1000020838
D,NETWORK,OUTAGEDETAIL,3,819352,WETS,LINE,RCTS_WETS_220,"2019/05/25 06:00:00","2019/05/25 15:00:00","2019/02/20 11:04:11",WDRAWN,"Information Update",821296,120,0,"2019/03/27 12:15:12","HV equipt maintenance",0,,,1000020838
D,NETWORK,OUTAGEDETAIL,3,819353,RCTS,LINE,RCTS_WETS_220,"2019/05/24 06:00:00","2019/05/24 15:00:00","2019/02/20 11:04:11",WDRAWN,"Information Update",821297,120,0,"2019/03/27 12:15:14","HV equipt maintenance",0,,,1000020838
D,NETWORK,OUTAGEDETAIL,3,819353,WETS,LINE,RCTS_WETS_220,"2019/05/24 06:00:00","2019/05/24 15:00:00","2019/02/20 11:04:11",WDRAWN,"Information Update",821297,120,0,"2019/03/27 12:15:14","HV equipt maintenance",0,,,1000020838
D,NETWORK,OUTAGEDETAIL,3,819354,RCTS,LINE,RCTS_WETS_220,"2019/05/27 06:00:00","2019/05/27 15:00:00","2019/02/20 11:05:07",WDRAWN,"Information Update",821298,120,0,"2019/03/27 12:17:56","HV equipt maintenance",0,,,1000020839
D,NETWORK,OUTAGEDETAIL,3,819354,WETS,LINE,RCTS_WETS_220,"2019/05/27 06:00:00","2019/05/27 15:00:00","2019/02/20 11:05:07",WDRAWN,"Information Update",821298,120,0,"2019/03/27 12:17:56","HV equipt maintenance",0,,,1000020839
D,NETWORK,OUTAGEDETAIL,3,819355,RCTS,LINE,RCTS_WETS_220,"2019/05/30 06:00:00","2019/05/30 15:00:00","2019/02/20 11:06:11",WDRAWN,"Information Update",821300,120,0,"2019/03/27 12:21:25","HV equipt maintenance",0,,,1000020840
D,NETWORK,OUTAGEDETAIL,3,819355,WETS,LINE,RCTS_WETS_220,"2019/05/30 06:00:00","2019/05/30 15:00:00","2019/02/20 11:06:11",WDRAWN,"Information Update",821300,120,0,"2019/03/27 12:21:25","HV equipt maintenance",0,,,1000020840
D,NETWORK,OUTAGEDETAIL,3,819358,KGTS,LINE,KGTS_WETS_220,"2019/06/06 06:00:00","2019/06/06 15:00:00","2019/02/20 11:23:45",MTLTP,,,120,0,"2019/04/12 15:02:47","HV equipt maintenance",0,,,1000020823
D,NETWORK,OUTAGEDETAIL,3,819358,WETS,LINE,KGTS_WETS_220,"2019/06/06 06:00:00","2019/06/06 15:00:00","2019/02/20 11:23:45",MTLTP,,,120,0,"2019/04/12 15:02:47","HV equipt maintenance",0,,,1000020823
D,NETWORK,OUTAGEDETAIL,3,819359,KGTS,LINE,KGTS_WETS_220,"2019/06/07 06:00:00","2019/06/07 15:00:00","2019/02/20 11:23:45",MTLTP,,,120,0,"2019/04/12 15:03:49","HV equipt maintenance",0,,,1000020823
D,NETWORK,OUTAGEDETAIL,3,819359,WETS,LINE,KGTS_WETS_220,"2019/06/07 06:00:00","2019/06/07 15:00:00","2019/02/20 11:23:45",MTLTP,,,120,0,"2019/04/12 15:03:49","HV equipt maintenance",0,,,1000020823
D,NETWORK,OUTAGEDETAIL,3,819361,KGTS,LINE,KGTS_WETS_220,"2019/06/09 06:00:00","2019/06/09 15:00:00","2019/02/20 11:27:48",MTLTP,,,120,0,"2019/04/12 15:04:56","HV equipt maintenance",0,,,1000020824
D,NETWORK,OUTAGEDETAIL,3,819361,WETS,LINE,KGTS_WETS_220,"2019/06/09 06:00:00","2019/06/09 15:00:00","2019/02/20 11:27:48",MTLTP,,,120,0,"2019/04/12 15:04:56","HV equipt maintenance",0,,,1000020824
D,NETWORK,OUTAGEDETAIL,3,819362,KGTS,LINE,KGTS_WETS_220,"2019/06/10 06:00:00","2019/06/10 15:00:00","2019/02/20 11:27:48",MTLTP,,,120,0,"2019/04/12 15:06:01","HV equipt maintenance",0,,,1000020824
D,NETWORK,OUTAGEDETAIL,3,819362,WETS,LINE,KGTS_WETS_220,"2019/06/10 06:00:00","2019/06/10 15:00:00","2019/02/20 11:27:48",MTLTP,,,120,0,"2019/04/12 15:06:01","HV equipt maintenance",0,,,1000020824
D,NETWORK,OUTAGEDETAIL,3,819363,KGTS,LINE,KGTS_WETS_220,"2019/06/12 06:00:00","2019/06/12 15:00:00","2019/02/20 11:30:07",MTLTP,,,120,0,"2019/04/12 15:08:43","HV equipt maintenance",0,,,1000020825
D,NETWORK,OUTAGEDETAIL,3,819363,WETS,LINE,KGTS_WETS_220,"2019/06/12 06:00:00","2019/06/12 15:00:00","2019/02/20 11:30:07",MTLTP,,,120,0,"2019/04/12 15:08:43","HV equipt maintenance",0,,,1000020825
D,NETWORK,OUTAGEDETAIL,3,819364,KGTS,LINE,KGTS_WETS_220,"2019/06/13 06:00:00","2019/06/13 15:00:00","2019/02/20 11:30:07",MTLTP,,,120,0,"2019/04/12 15:09:53","HV equipt maintenance",0,,,1000020825
D,NETWORK,OUTAGEDETAIL,3,819364,WETS,LINE,KGTS_WETS_220,"2019/06/13 06:00:00","2019/06/13 15:00:00","2019/02/20 11:30:07",MTLTP,,,120,0,"2019/04/12 15:09:53","HV equipt maintenance",0,,,1000020825
D,NETWORK,OUTAGEDETAIL,3,819365,KGTS,LINE,KGTS_WETS_220,"2019/06/15 06:00:00","2019/06/15 15:00:00","2019/02/20 11:32:22",MTLTP,,,120,0,"2019/04/12 15:11:12","HV equipt maintenance",0,,,1000020826
D,NETWORK,OUTAGEDETAIL,3,819365,WETS,LINE,KGTS_WETS_220,"2019/06/15 06:00:00","2019/06/15 15:00:00","2019/02/20 11:32:22",MTLTP,,,120,0,"2019/04/12 15:11:12","HV equipt maintenance",0,,,1000020826
D,NETWORK,OUTAGEDETAIL,3,819366,KGTS,LINE,KGTS_WETS_220,"2019/06/16 06:00:00","2019/06/16 15:00:00","2019/02/20 11:32:22",MTLTP,,,120,0,"2019/04/12 15:13:39","HV equipt maintenance",0,,,1000020826
D,NETWORK,OUTAGEDETAIL,3,819366,WETS,LINE,KGTS_WETS_220,"2019/06/16 06:00:00","2019/06/16 15:00:00","2019/02/20 11:32:22",MTLTP,,,120,0,"2019/04/12 15:13:39","HV equipt maintenance",0,,,1000020826
D,NETWORK,OUTAGEDETAIL,3,819367,KGTS,LINE,KGTS_WETS_220,"2019/06/18 06:00:00","2019/06/18 15:00:00","2019/02/20 11:38:30",MTLTP,,,120,0,"2019/04/12 15:14:57","HV equipt maintenance",0,,,1000020827
D,NETWORK,OUTAGEDETAIL,3,819367,WETS,LINE,KGTS_WETS_220,"2019/06/18 06:00:00","2019/06/18 15:00:00","2019/02/20 11:38:30",MTLTP,,,120,0,"2019/04/12 15:14:57","HV equipt maintenance",0,,,1000020827
D,NETWORK,OUTAGEDETAIL,3,819368,KGTS,LINE,KGTS_WETS_220,"2019/06/19 06:00:00","2019/06/19 15:00:00","2019/02/20 11:38:30",MTLTP,,,120,0,"2019/04/19 19:00:58","HV equipt maintenance",0,,,1000020827
D,NETWORK,OUTAGEDETAIL,3,819368,WETS,LINE,KGTS_WETS_220,"2019/06/19 06:00:00","2019/06/19 15:00:00","2019/02/20 11:38:30",MTLTP,,,120,0,"2019/04/19 19:00:58","HV equipt maintenance",0,,,1000020827
D,NETWORK,OUTAGEDETAIL,3,819369,KGTS,LINE,KGTS_WETS_220,"2019/06/21 06:00:00","2019/06/21 15:00:00","2019/02/20 11:43:28",WDRAWN,,,120,0,"2019/04/10 07:48:08","HV equipt maintenance",0,,,1000020828
D,NETWORK,OUTAGEDETAIL,3,819369,WETS,LINE,KGTS_WETS_220,"2019/06/21 06:00:00","2019/06/21 15:00:00","2019/02/20 11:43:28",WDRAWN,,,120,0,"2019/04/10 07:48:08","HV equipt maintenance",0,,,1000020828
D,NETWORK,OUTAGEDETAIL,3,819370,KGTS,LINE,KGTS_WETS_220,"2019/06/22 06:00:00","2019/06/22 15:00:00","2019/02/20 11:43:28",WDRAWN,,,120,0,"2019/04/10 13:44:40","HV equipt maintenance",0,,,1000020828
D,NETWORK,OUTAGEDETAIL,3,819370,WETS,LINE,KGTS_WETS_220,"2019/06/22 06:00:00","2019/06/22 15:00:00","2019/02/20 11:43:28",WDRAWN,,,120,0,"2019/04/10 13:44:40","HV equipt maintenance",0,,,1000020828
D,NETWORK,OUTAGEDETAIL,3,819371,KGTS,LINE,KGTS_WETS_220,"2019/06/24 06:00:00","2019/06/24 15:00:00","2019/02/20 11:47:19",MTLTP,,,120,0,"2019/04/19 19:04:38","HV equipt maintenance",0,,,1000020829
D,NETWORK,OUTAGEDETAIL,3,819371,WETS,LINE,KGTS_WETS_220,"2019/06/24 06:00:00","2019/06/24 15:00:00","2019/02/20 11:47:19",MTLTP,,,120,0,"2019/04/19 19:04:38","HV equipt maintenance",0,,,1000020829
D,NETWORK,OUTAGEDETAIL,3,819372,KGTS,LINE,KGTS_WETS_220,"2019/06/25 06:00:00","2019/06/25 15:00:00","2019/02/20 11:47:19",MTLTP,,,120,0,"2019/04/19 19:05:42","HV equipt maintenance",0,,,1000020829
D,NETWORK,OUTAGEDETAIL,3,819372,WETS,LINE,KGTS_WETS_220,"2019/06/25 06:00:00","2019/06/25 15:00:00","2019/02/20 11:47:19",MTLTP,,,120,0,"2019/04/19 19:05:42","HV equipt maintenance",0,,,1000020829
D,NETWORK,OUTAGEDETAIL,3,819373,KGTS,LINE,KGTS_WETS_220,"2019/06/27 06:00:00","2019/06/27 15:00:00","2019/02/20 11:50:17",WDRAWN,,,120,0,"2019/04/10 07:50:19","HV equipt maintenance",0,,,1000020830
D,NETWORK,OUTAGEDETAIL,3,819373,WETS,LINE,KGTS_WETS_220,"2019/06/27 06:00:00","2019/06/27 15:00:00","2019/02/20 11:50:17",WDRAWN,,,120,0,"2019/04/10 07:50:19","HV equipt maintenance",0,,,1000020830
D,NETWORK,OUTAGEDETAIL,3,819374,KGTS,LINE,KGTS_WETS_220,"2019/06/28 06:00:00","2019/06/28 15:00:00","2019/02/20 11:50:17",WDRAWN,,,120,0,"2019/04/10 07:50:19","HV equipt maintenance",0,,,1000020830
D,NETWORK,OUTAGEDETAIL,3,819374,WETS,LINE,KGTS_WETS_220,"2019/06/28 06:00:00","2019/06/28 15:00:00","2019/02/20 11:50:17",WDRAWN,,,120,0,"2019/04/10 07:50:19","HV equipt maintenance",0,,,1000020830
D,NETWORK,OUTAGEDETAIL,3,819380,KGTS,LINE,KGTS_WETS_220,"2019/06/30 06:00:00","2019/06/30 15:00:00","2019/02/20 11:55:42",WDRAWN,,,120,0,"2019/04/10 07:50:54","HV equipt maintenance",0,,,1000020831
D,NETWORK,OUTAGEDETAIL,3,819380,WETS,LINE,KGTS_WETS_220,"2019/06/30 06:00:00","2019/06/30 15:00:00","2019/02/20 11:55:42",WDRAWN,,,120,0,"2019/04/10 07:50:54","HV equipt maintenance",0,,,1000020831
D,NETWORK,OUTAGEDETAIL,3,819381,KGTS,LINE,KGTS_WETS_220,"2019/07/01 06:00:00","2019/07/01 15:00:00","2019/02/20 11:55:42",WDRAWN,,,120,0,"2019/04/10 07:50:54","HV equipt maintenance",0,,,1000020831
D,NETWORK,OUTAGEDETAIL,3,819381,WETS,LINE,KGTS_WETS_220,"2019/07/01 06:00:00","2019/07/01 15:00:00","2019/02/20 11:55:42",WDRAWN,,,120,0,"2019/04/10 07:50:54","HV equipt maintenance",0,,,1000020831
D,NETWORK,OUTAGEDETAIL,3,819383,KGTS,LINE,KGTS_WETS_220,"2019/07/10 06:00:00","2019/07/10 15:00:00","2019/02/20 12:09:49",SUBMIT,,,120,0,"2019/02/20 12:09:49","HV equipt maintenance",0,,,1000020832
D,NETWORK,OUTAGEDETAIL,3,819383,WETS,LINE,KGTS_WETS_220,"2019/07/10 06:00:00","2019/07/10 15:00:00","2019/02/20 12:09:49",SUBMIT,,,120,0,"2019/02/20 12:09:49","HV equipt maintenance",0,,,1000020832
D,NETWORK,OUTAGEDETAIL,3,819384,KGTS,LINE,KGTS_WETS_220,"2019/07/11 06:00:00","2019/07/11 15:00:00","2019/02/20 12:09:49",SUBMIT,,,120,0,"2019/02/20 12:09:49","HV equipt maintenance",0,,,1000020832
D,NETWORK,OUTAGEDETAIL,3,819384,WETS,LINE,KGTS_WETS_220,"2019/07/11 06:00:00","2019/07/11 15:00:00","2019/02/20 12:09:49",SUBMIT,,,120,0,"2019/02/20 12:09:49","HV equipt maintenance",0,,,1000020832
D,NETWORK,OUTAGEDETAIL,3,819385,KGTS,LINE,KGTS_WETS_220,"2019/07/13 06:00:00","2019/07/13 15:00:00","2019/02/20 12:16:11",SUBMIT,,,120,0,"2019/02/20 12:16:11","HV equipt maintenance",0,,,1000024442
D,NETWORK,OUTAGEDETAIL,3,819385,WETS,LINE,KGTS_WETS_220,"2019/07/13 06:00:00","2019/07/13 15:00:00","2019/02/20 12:16:11",SUBMIT,,,120,0,"2019/02/20 12:16:11","HV equipt maintenance",0,,,1000024442
D,NETWORK,OUTAGEDETAIL,3,819386,KGTS,LINE,KGTS_WETS_220,"2019/07/14 06:00:00","2019/07/14 15:00:00","2019/02/20 12:16:11",SUBMIT,,,120,0,"2019/02/20 12:16:11","HV equipt maintenance",0,,,1000024442
D,NETWORK,OUTAGEDETAIL,3,819386,WETS,LINE,KGTS_WETS_220,"2019/07/14 06:00:00","2019/07/14 15:00:00","2019/02/20 12:16:11",SUBMIT,,,120,0,"2019/02/20 12:16:11","HV equipt maintenance",0,,,1000024442
D,NETWORK,OUTAGEDETAIL,3,819387,KGTS,LINE,KGTS_WETS_220,"2019/07/16 06:00:00","2019/07/16 15:00:00","2019/02/20 12:19:30",SUBMIT,,,120,0,"2019/02/20 12:19:30","HV equipt maintenance",0,,,1000024443
D,NETWORK,OUTAGEDETAIL,3,819387,WETS,LINE,KGTS_WETS_220,"2019/07/16 06:00:00","2019/07/16 15:00:00","2019/02/20 12:19:30",SUBMIT,,,120,0,"2019/02/20 12:19:30","HV equipt maintenance",0,,,1000024443
D,NETWORK,OUTAGEDETAIL,3,819388,KGTS,LINE,KGTS_WETS_220,"2019/07/17 06:00:00","2019/07/17 15:00:00","2019/02/20 12:19:30",WDRAWN,,,120,0,"2019/03/29 11:14:24","HV equipt maintenance",0,,,1000024443
D,NETWORK,OUTAGEDETAIL,3,819388,WETS,LINE,KGTS_WETS_220,"2019/07/17 06:00:00","2019/07/17 15:00:00","2019/02/20 12:19:30",WDRAWN,,,120,0,"2019/03/29 11:14:24","HV equipt maintenance",0,,,1000024443
D,NETWORK,OUTAGEDETAIL,3,819390,KGTS,LINE,KGTS_WETS_220,"2019/07/19 06:00:00","2019/07/19 15:00:00","2019/02/20 12:24:51",SUBMIT,,,120,0,"2019/02/20 12:24:51","HV equipt maintenance",0,,,1000024444
D,NETWORK,OUTAGEDETAIL,3,819390,WETS,LINE,KGTS_WETS_220,"2019/07/19 06:00:00","2019/07/19 15:00:00","2019/02/20 12:24:51",SUBMIT,,,120,0,"2019/02/20 12:24:51","HV equipt maintenance",0,,,1000024444
D,NETWORK,OUTAGEDETAIL,3,819391,KGTS,LINE,KGTS_WETS_220,"2019/07/20 06:00:00","2019/07/20 15:00:00","2019/02/20 12:24:51",SUBMIT,,,120,0,"2019/02/20 12:24:51","HV equipt maintenance",0,,,1000024444
D,NETWORK,OUTAGEDETAIL,3,819391,WETS,LINE,KGTS_WETS_220,"2019/07/20 06:00:00","2019/07/20 15:00:00","2019/02/20 12:24:51",SUBMIT,,,120,0,"2019/02/20 12:24:51","HV equipt maintenance",0,,,1000024444
D,NETWORK,OUTAGEDETAIL,3,819392,KGTS,LINE,KGTS_WETS_220,"2019/07/22 06:00:00","2019/07/22 15:00:00","2019/02/20 12:27:28",SUBMIT,,,120,0,"2019/02/20 12:27:28","HV equipt maintenance",0,,,1000024445
D,NETWORK,OUTAGEDETAIL,3,819392,WETS,LINE,KGTS_WETS_220,"2019/07/22 06:00:00","2019/07/22 15:00:00","2019/02/20 12:27:28",SUBMIT,,,120,0,"2019/02/20 12:27:28","HV equipt maintenance",0,,,1000024445
D,NETWORK,OUTAGEDETAIL,3,819393,KGTS,LINE,KGTS_WETS_220,"2019/07/23 06:00:00","2019/07/23 15:00:00","2019/02/20 12:27:28",SUBMIT,,,120,0,"2019/02/20 12:27:28","HV equipt maintenance",0,,,1000024445
D,NETWORK,OUTAGEDETAIL,3,819393,WETS,LINE,KGTS_WETS_220,"2019/07/23 06:00:00","2019/07/23 15:00:00","2019/02/20 12:27:28",SUBMIT,,,120,0,"2019/02/20 12:27:28","HV equipt maintenance",0,,,1000024445
D,NETWORK,OUTAGEDETAIL,3,819394,KGTS,LINE,KGTS_WETS_220,"2019/07/25 06:00:00","2019/07/25 15:00:00","2019/02/20 12:28:50",SUBMIT,,,120,0,"2019/02/20 12:28:50","HV equipt maintenance",0,,,1000024441
D,NETWORK,OUTAGEDETAIL,3,819394,WETS,LINE,KGTS_WETS_220,"2019/07/25 06:00:00","2019/07/25 15:00:00","2019/02/20 12:28:50",SUBMIT,,,120,0,"2019/02/20 12:28:50","HV equipt maintenance",0,,,1000024441
D,NETWORK,OUTAGEDETAIL,3,819395,KGTS,LINE,KGTS_WETS_220,"2019/07/26 06:00:00","2019/07/26 15:00:00","2019/02/20 12:28:50",SUBMIT,,,120,0,"2019/02/20 12:28:50","HV equipt maintenance",0,,,1000024441
D,NETWORK,OUTAGEDETAIL,3,819395,WETS,LINE,KGTS_WETS_220,"2019/07/26 06:00:00","2019/07/26 15:00:00","2019/02/20 12:28:50",SUBMIT,,,120,0,"2019/02/20 12:28:50","HV equipt maintenance",0,,,1000024441
D,NETWORK,OUTAGEDETAIL,3,819431,BACK_C,LINE,3,"2019/06/05 07:00:00","2019/06/06 18:00:00","2019/02/21 09:05:33",MTLTP,,,480,720,"2019/04/02 09:46:25","HV equipt maintenance",0,,,"66494 Part A"
D,NETWORK,OUTAGEDETAIL,3,819431,KANM_M,LINE,3,"2019/06/05 07:00:00","2019/06/06 18:00:00","2019/02/21 09:05:33",MTLTP,,,480,720,"2019/04/02 09:46:25","HV equipt maintenance",0,,,"66494 Part A"
D,NETWORK,OUTAGEDETAIL,3,819431,MBH_3,LINE,MTBMB3_1,"2019/06/05 07:00:00","2019/06/06 18:00:00","2019/02/21 09:05:33",MTLTP,,,480,720,"2019/04/02 09:46:25","HV equipt maintenance",0,,,"66494 Part A"
D,NETWORK,OUTAGEDETAIL,3,819431,MBH_3,LINE,3,"2019/06/05 07:00:00","2019/06/06 18:00:00","2019/02/21 09:05:33",MTLTP,,,480,720,"2019/04/02 09:46:25","HV equipt maintenance",0,,,"66494 Part A"
D,NETWORK,OUTAGEDETAIL,3,819431,MOBILO,CB,CB6079,"2019/06/05 07:00:00","2019/06/06 18:00:00","2019/02/21 09:05:33",MTLTP,,,480,720,"2019/04/02 09:46:25","HV equipt maintenance",0,,,"66494 Part A"
D,NETWORK,OUTAGEDETAIL,3,819431,MOBILO,CB,CB6080,"2019/06/05 07:00:00","2019/06/06 18:00:00","2019/02/21 09:05:33",MTLTP,,,480,720,"2019/04/02 09:46:25","HV equipt maintenance",0,,,"66494 Part A"
D,NETWORK,OUTAGEDETAIL,3,819431,MT_BAR,CB,CB6085,"2019/06/05 07:00:00","2019/06/06 18:00:00","2019/02/21 09:05:33",MTLTP,,,480,720,"2019/04/02 09:46:25","HV equipt maintenance",0,,,"66494 Part A"
D,NETWORK,OUTAGEDETAIL,3,819431,MT_BAR,CB,CB6082,"2019/06/05 07:00:00","2019/06/06 18:00:00","2019/02/21 09:05:33",MTLTP,,,480,720,"2019/04/02 09:46:25","HV equipt maintenance",0,,,"66494 Part A"
D,NETWORK,OUTAGEDETAIL,3,819431,MT_BAR,LINE,MTBMB3_1,"2019/06/05 07:00:00","2019/06/06 18:00:00","2019/02/21 09:05:33",MTLTP,,,480,720,"2019/04/02 09:46:25","HV equipt maintenance",0,,,"66494 Part A"
D,NETWORK,OUTAGEDETAIL,3,819439,CH_GDN,LINE,TOBCHG_1,"2019/04/29 07:30:00","2019/05/10 18:30:00","2019/02/21 10:33:37",WDRAWN,,,240,720,"2019/03/08 15:02:19","HV equipt commissioning",0,,,66407
D,NETWORK,OUTAGEDETAIL,3,819439,TIPS_B,LINE,TOBCHG_1,"2019/04/29 07:30:00","2019/05/10 18:30:00","2019/02/21 10:33:37",WDRAWN,,,240,720,"2019/03/08 15:02:19","HV equipt commissioning",0,,,66407
D,NETWORK,OUTAGEDETAIL,3,819450,LIDDELL,TRANS,4H,"2019/03/01 21:00:00","2019/05/01 21:00:00","2019/02/21 13:30:56",WDRAWN,,,5940,5940,"2019/02/28 14:51:58","HV equipt maintenance",0,,,TG_519100
D,NETWORK,OUTAGEDETAIL,3,819491,BUNGAM,CB,CB6244,"2019/05/22 09:00:00","2019/05/23 15:30:00","2019/02/22 10:26:49",WDRAWN,"Information Update",820390,180,360,"2019/03/07 15:36:17","HV equipt maintenance",0,,,63596
D,NETWORK,OUTAGEDETAIL,3,819491,BUNGAM,CB,CB6245,"2019/05/22 09:00:00","2019/05/23 15:30:00","2019/02/22 10:26:49",WDRAWN,"Information Update",820390,180,360,"2019/03/07 15:36:17","HV equipt maintenance",0,,,63596
D,NETWORK,OUTAGEDETAIL,3,819507,COLMBLLY,LINE,99L,"2019/05/29 09:00:00","2019/05/29 18:00:00","2019/02/22 12:38:07",WDRAWN,"Information Update",819956,90,-1,"2019/03/01 06:12:26","HV equipt maintenance",0,,,TG_504928
D,NETWORK,OUTAGEDETAIL,3,819507,DENILIQN,LINE,99L,"2019/05/29 09:00:00","2019/05/29 18:00:00","2019/02/22 12:38:07",WDRAWN,"Information Update",819956,90,-1,"2019/03/01 06:12:26","HV equipt maintenance",0,,,TG_504928
D,NETWORK,OUTAGEDETAIL,3,819522,ERARING,BUS,5MN,"2019/05/14 06:00:00","2019/05/14 16:15:00","2019/02/22 13:22:18",SUBMIT,,,120,-1,"2019/02/22 13:22:18","HV equipt maintenance",0,,,TG_503744
D,NETWORK,OUTAGEDETAIL,3,819523,KOOLKHAN,BUS,1,"2019/05/14 07:00:00","2019/05/14 12:00:00","2019/02/22 13:22:19",WDRAWN,"Information Update",822175,120,-1,"2019/04/11 14:49:19","HV equipt maintenance",0,,,TG_496009
D,NETWORK,OUTAGEDETAIL,3,819528,BAYSWATR,CB,5222,"2019/05/14 06:00:00","2019/06/07 18:00:00","2019/02/22 14:25:20",SUBMIT,,,5940,5940,"2019/02/22 14:25:20","HV equipt commissioning",0,,,TG_357329
D,NETWORK,OUTAGEDETAIL,3,819529,ERARING,REAC,R2,"2019/05/20 07:00:00","2019/05/24 17:00:00","2019/02/22 14:26:23",SUBMIT,,,4320,4320,"2019/02/22 14:26:23","HV equipt commissioning",0,,,TG_502760
D,NETWORK,OUTAGEDETAIL,3,819530,ERARING,BUS,5MN,"2019/05/16 06:00:00","2019/05/16 16:15:00","2019/02/22 14:26:24",SUBMIT,,,120,-1,"2019/02/22 14:26:24","HV equipt maintenance",0,,,TG_503746
D,NETWORK,OUTAGEDETAIL,3,819531,KOOLKHAN,BUS,1,"2019/05/22 12:00:00","2019/05/22 17:00:00","2019/02/22 14:26:25",WDRAWN,"Information Update",822176,120,-1,"2019/04/11 14:51:24","HV equipt maintenance",0,,,TG_496010
