C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,23:20:36,0000000307971355,P5MIN,0000000307971352
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 23:25:00","2019/05/16 23:25:00",0,2030363736.8830,0,0,0,0,0,217.342,,,,,0,0,0,0,"2019/05/16 23:20:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:25:00",BLOWERNG,"2019/05/16 23:25:00",0.16,1,"2019/05/16 23:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:25:00",BLOWERNG,"2019/05/16 23:45:00",0.41,1,"2019/05/16 23:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:25:00",BLOWERNG,"2019/05/16 23:50:00",0.49,1,"2019/05/16 23:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:25:00",BLOWERNG,"2019/05/16 23:55:00",0.35,1,"2019/05/16 23:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:25:00",BLOWERNG,"2019/05/17 00:00:00",0.32,1,"2019/05/16 23:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:25:00",BOCORWF1,"2019/05/16 23:25:00",0.16,1,"2019/05/16 23:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:25:00",BOCORWF1,"2019/05/16 23:45:00",0.41,1,"2019/05/16 23:20:25"
