C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,06:45:37,0000000307942207,P5MIN,0000000307942204
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 06:50:00","2019/05/16 06:50:00",0,3031054626.0740,0,0,0,169.804,0,212,,,,,0,0,0,0,"2019/05/16 06:45:26"
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",S>NIL_RBNW1_RBMWP3,10000,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,36
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",S>NIL_SGBN_SGSE-T2,10000,0,0,"2019/05/16 06:45:26",,"2019/03/14 00:00:00",2,3.236
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",S>NIL_TINO3_TINO4,331.58454,0,0,"2019/05/16 06:45:26",,"2019/03/14 00:00:00",2,-185
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",S>NIL_WEMW4_WTTP,377.35997,0,0,"2019/05/16 06:45:26",,"2019/05/14 00:00:00",1,48.84285
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",S>SETXH1_SETXL2,63.92349,0,0,"2019/05/16 06:45:26",,"2019/05/16 00:00:00",6,-24.82655
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",S>V_NIL_NIL_RBNW,165.61028,0,0,"2019/05/16 06:45:26",,"2019/01/25 00:00:00",1,36
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",S>V_NIL_SEHY,742,0,0,"2019/05/16 06:45:26",,"2016/09/13 00:00:00",1,299.87311
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",S>V_NIL_SETX_SETX,10000,0,0,"2019/05/16 06:45:26",,"2019/05/08 00:00:00",2,0
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",S>V_NIL_SETX_SETX1,179.65913,0,0,"2019/05/16 06:45:26",,"2019/05/08 00:00:00",2,3.236
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",SVML_233,233,0,0,"2019/05/16 06:45:26",,"2014/10/01 00:00:00",1,36
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",SVML_ROC_80,116,0,0,"2019/05/16 06:45:26",,"2016/08/23 00:00:00",1,36
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",S^NIL_PL_MAX,47.72617,0,0,"2019/05/16 06:45:26",,"2017/07/11 00:00:00",1,0
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",S_LB2WF_CONF,198,0,0,"2019/05/16 06:45:26",,"2015/08/07 00:00:00",1,3.236
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",S_NIL_STRENGTH_1,10516,0,0,"2019/05/16 06:45:26",,"2018/12/05 00:00:00",1,416.905
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",S_NIL_STRENGTH_2,1773.11007,0,0,"2019/05/16 06:45:26",,"2018/11/26 00:00:00",1,117.03189
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",S_V_NIL_ROCOF,1273.80002,0,0,"2019/05/16 06:45:26",,"2019/01/03 00:00:00",1,299.87311
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T::T_NIL_1,10753.07742,0,0,"2019/05/16 06:45:26",,"2014/07/31 00:00:00",1,385.56689
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T::T_NIL_2,20708.9069,0,0,"2019/05/16 06:45:26",,"2014/07/31 00:00:00",1,399.05922
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T::T_NIL_3,10841.22146,0,0,"2019/05/16 06:45:26",,"2014/07/31 00:00:00",1,550.96768
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T::T_NIL_4,20958.22209,0,0,"2019/05/16 06:45:26",,"2014/07/31 00:00:00",1,522.78952
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T:T_LIPM_1,-399.90656,0,0,"2019/05/16 06:45:26",,"2013/08/21 00:00:00",1,-834.81261
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T:T_LIPM_2,536.99047,0,0,"2019/05/16 06:45:26",,"2013/08/21 00:00:00",1,418.98548
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>>T_NIL_BL_EXP_3F,11141.2179,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,611.64461
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>>T_NIL_BL_EXP_3G,11303.36154,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,447.29768
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>>T_NIL_BL_EXP_3H,11603.57602,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,717.96359
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>>T_NIL_BL_EXP_4E,10395.7707,0,0,"2019/05/16 06:45:26",,"2016/07/26 00:00:00",1,-46.16896
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>>T_NIL_BL_EXP_4F,10365.76455,0,0,"2019/05/16 06:45:26",,"2016/06/16 00:00:00",1,-74.81451
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>>T_NIL_BL_EXP_5F,21170.37061,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,662.94509
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>>T_NIL_BL_EXP_5G,11406.59072,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,532.97651
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>>T_NIL_BL_EXP_5H,11609.83847,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,768.25457
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>>T_NIL_BL_EXP_6E,21065.3515,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,672.83722
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>>T_NIL_BL_EXP_6F,21114.78706,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,447.02907
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>>T_NIL_BL_EXP_7C,20556.82217,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,261.27907
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_LIPM_110_2A,-583.39565,-434999.98,0,"2019/05/16 06:45:26",,"2019/04/24 00:00:00",2,-583.39565
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_LIPM_110_2B,732.32591,0,0,"2019/05/16 06:45:26",,"2019/04/24 00:00:00",2,583.39565
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_LIPM_110_3_1,342.61568,0,0,"2019/05/16 06:45:26",,"2019/04/24 00:00:00",2,197.58588
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_LIPM_110_5,-285.53203,0,0,"2019/05/16 06:45:26",,"2019/04/24 00:00:00",2,-464.32025
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_110_4,228.13022,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,-51.20444
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_110_5,378.22559,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,51.20444
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_110_18_1,329.36823,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,178.30098
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_110_8,255.18453,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,106.06791
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_220_6B,821.22587,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,221.85052
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_3A,1582.12959,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,795.71322
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_3B,1581.46981,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,795.71322
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_3C,11187.6545,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,798.50461
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_3D,11350.66718,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,636.47768
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_3E,11649.9778,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,905.32359
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_4A,586.63017,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,160.64659
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_4B,586.82118,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,160.64659
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_4C,10760.03434,0,0,"2019/05/16 06:45:26",,"2016/07/26 00:00:00",1,260.57787
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_4D,10928.09842,0,0,"2019/05/16 06:45:26",,"2016/07/26 00:00:00",1,279.90479
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_5A,1567.85988,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,844.90187
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_5B,1566.94267,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,844.90187
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_5C,11215.28771,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,843.92859
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_5D,11456.59601,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,731.97651
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_5E,11655.82654,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,952.86897
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_6A,1484.15971,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,872.83048
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_6B,1483.09404,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,872.83048
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_6C,11115.36396,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,489.55815
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_6D,11163.77705,0,0,"2019/05/16 06:45:26",,"2017/07/17 00:00:00",1,263.75
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_2B,916.33706,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,385.86546
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_3F,1208.1052,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,795.73827
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_3FF,1207.67267,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,795.73827
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_3G,1364.77879,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,634.10742
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_3H,1683.79562,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,902.59018
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_4E,459.89107,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,160.66068
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_4EE,460.03449,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,160.66068
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_4F,431.06293,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,132.61125
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_5F,1235.34173,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,844.88509
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_5FF,1234.74519,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,844.88509
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_5G,1465.83289,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,732.97651
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_5H,1683.37563,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,954.24207
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_6E,1121.73128,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,872.83722
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_6EE,1121.73128,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,872.83722
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_6F,1179.1378,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,647.02907
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_7C,616.47196,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,461.27907
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_7CC,615.98322,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,461.27907
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_8B,1053.80693,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,514.95071
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_BL_IMP_8C,11.77158,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,-514.95071
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_NCSPS5_3F,11267.64828,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,795.73827
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_NCSPS5_3FF,11267.64828,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,795.73827
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_NCSPS5_3G,11440.61823,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,634.10742
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_NCSPS5_3H,11780.06686,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,902.59018
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_NCSPS5_7C,10659.35426,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,461.27907
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_TOV_5F,11488.31731,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,844.88509
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T>T_NIL_TOV_5FF,11488.31731,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,844.88509
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",TVBL_ROC,382,0,0,"2019/05/16 06:45:26",,"2014/01/15 00:00:00",1,200
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T^T_LIPM_1,-134.65332,0,0,"2019/05/16 06:45:26",,"2017/07/05 00:00:00",1,-324.28832
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T^T_NIL_BL_1,11658.56756,0,0,"2019/05/16 06:45:26",,"2017/07/05 00:00:00",1,275.09163
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T^T_NIL_BL_2,12623.41088,0,0,"2019/05/16 06:45:26",,"2017/07/05 00:00:00",1,-335.03067
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T^T_NIL_BL_4,1943.42634,0,0,"2019/05/16 06:45:26",,"2017/07/05 00:00:00",1,-369.22751
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T^T_NIL_BL_5,933.93621,0,0,"2019/05/16 06:45:26",,"2017/07/05 00:00:00",1,-350.86557
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T^T_NIL_BL_6,201.24886,0,0,"2019/05/16 06:45:26",,"2017/07/05 00:00:00",1,-195.53918
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T^T_NIL_BL_7,1099.83666,0,0,"2019/05/16 06:45:26",,"2017/07/05 00:00:00",1,-343.70453
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T^V_LIPM_BL_6,621.7701,0,0,"2019/05/16 06:45:26",,"2013/08/21 00:00:00",1,200
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T^V_NIL_10,10679.11255,0,0,"2019/05/16 06:45:26",,"2017/10/10 00:00:00",1,200
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T^V_NIL_11,10477.60939,0,0,"2019/05/16 06:45:26",,"2019/01/25 00:00:00",1,228.34254
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T^V_NIL_8,10276.2398,0,0,"2019/05/16 06:45:26",,"2018/05/31 00:00:00",1,157.50344
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T^V_NIL_9,594,0,0,"2019/05/16 06:45:26",,"2015/09/29 00:00:00",1,200
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T^V_NIL_BL_6,639.02524,0,0,"2019/05/16 06:45:26",,"2013/08/21 00:00:00",1,200
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T_LIPM1_SLOAD_1_N-2,572.96571,-435000,10.42994,"2019/05/16 06:45:26",,"2019/05/10 00:00:00",1,583.39565
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T_ROCOF_1,807.97834,0,0,"2019/05/16 06:45:26",,"2014/07/31 00:00:00",1,-149.0505
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T_ROCOF_2,10817.64792,0,0,"2019/05/16 06:45:26",,"2014/07/31 00:00:00",1,-186.02978
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T_ROCOF_3,11584.92699,0,0,"2019/05/16 06:45:26",,"2014/01/09 00:00:00",1,-177.619
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T_V_NIL_BL1,200,-12.90477,0,"2019/05/16 06:45:26",,"2008/05/26 00:00:00",1,200
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",T_V_NIL_FCSPS,500.80237,0,0,"2019/05/16 06:45:26",,"2013/08/21 00:00:00",1,200
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",V::N_NIL_Q1,19918.44283,0,0,"2019/05/16 06:45:26",,"2019/05/01 00:00:00",1,-1489.96103
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",V::N_NIL_Q2,9918.44283,0,0,"2019/05/16 06:45:26",,"2019/05/01 00:00:00",1,-1327.81503
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",V::N_NIL_S,798.93198,0,0,"2019/05/16 06:45:26",,"2019/05/01 00:00:00",1,-530.91538
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",V::N_NIL_SD,10663.24685,0,0,"2019/05/16 06:45:26",,"2019/05/01 00:00:00",1,-562.65147
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",V::N_NIL_V,728.01658,0,0,"2019/05/16 06:45:26",,"2019/05/01 00:00:00",1,-618.86039
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",V::S_NIL_MAXG_1,684.20095,0,0,"2019/05/16 06:45:26",,"2019/02/05 00:00:00",1,-297.44611
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",V::S_NIL_MAXG_2,10000,0,0,"2019/05/16 06:45:26",,"2019/02/05 00:00:00",1,-297.21959
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",V::S_NIL_MAXG_3,10000,0,0,"2019/05/16 06:45:26",,"2019/02/05 00:00:00",1,-297.73735
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",V::S_NIL_MAXG_SECP_1,10000,0,0,"2019/05/16 06:45:26",,"2019/02/11 00:00:00",1,-296.89599
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",V::S_NIL_MAXG_SECP_2,10000,0,0,"2019/05/16 06:45:26",,"2019/02/11 00:00:00",1,-297.21959
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 07:20:00",V::S_NIL_SETB_SECP_1,10000,0,0,"2019/05/16 06:45:26",,"2019/02/11 00:00:00",1,-296.60475
