C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,11:15:37,0000000307951019,P5MIN,0000000307951016
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 11:20:00","2019/05/16 11:20:00",0,7362389602.2640,0,0,0,60,0,653.553,,,,,0,0,0,0,"2019/05/16 11:15:26"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",GORDON,"2019/05/16 11:20:00",17.94,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",GORDON,"2019/05/16 11:25:00",17.81,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",GORDON,"2019/05/16 11:30:00",17.81,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",GORDON,"2019/05/16 11:35:00",18.13,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",GORDON,"2019/05/16 11:40:00",18.13,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",GORDON,"2019/05/16 11:45:00",18.05,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",GORDON,"2019/05/16 11:50:00",23.97,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",GORDON,"2019/05/16 11:55:00",24.13,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",GORDON,"2019/05/16 12:00:00",24.14,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",GORDON,"2019/05/16 12:05:00",23.99,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",GORDON,"2019/05/16 12:10:00",23.84,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",GORDON,"2019/05/16 12:15:00",24.14,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",LI_WY_CA,"2019/05/16 11:20:00",17.94,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",LI_WY_CA,"2019/05/16 11:25:00",17.81,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",LI_WY_CA,"2019/05/16 11:30:00",17.81,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",LI_WY_CA,"2019/05/16 11:35:00",18.13,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",LI_WY_CA,"2019/05/16 11:40:00",18.13,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",LI_WY_CA,"2019/05/16 11:45:00",18.05,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",LI_WY_CA,"2019/05/16 11:50:00",23.97,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",LI_WY_CA,"2019/05/16 11:55:00",24.13,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",LI_WY_CA,"2019/05/16 12:00:00",24.14,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",LI_WY_CA,"2019/05/16 12:05:00",23.99,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",LI_WY_CA,"2019/05/16 12:10:00",23.84,2,"2019/05/16 11:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 11:20:00",LI_WY_CA,"2019/05/16 12:15:00",24.14,2,"2019/05/16 11:15:26"
