C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,01:55:36,0000000307934821,P5MIN,0000000307934818
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 02:00:00","2019/05/16 02:00:00",0,5538366797.82,0,0,0,0,0,543.64,,,,,0,0,0,0,"2019/05/16 01:55:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",GORDON,"2019/05/16 02:00:00",40.72,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",GORDON,"2019/05/16 02:05:00",40.13,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",GORDON,"2019/05/16 02:10:00",36.57,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",GORDON,"2019/05/16 02:15:00",36.57,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",GORDON,"2019/05/16 02:20:00",40.16,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",GORDON,"2019/05/16 02:25:00",40.55,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",GORDON,"2019/05/16 02:30:00",41.21,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",GORDON,"2019/05/16 02:35:00",36.2,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",GORDON,"2019/05/16 02:40:00",35.72,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",GORDON,"2019/05/16 02:45:00",36.61,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",GORDON,"2019/05/16 02:50:00",41.68,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",GORDON,"2019/05/16 02:55:00",37,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",LI_WY_CA,"2019/05/16 02:00:00",40.72,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",LI_WY_CA,"2019/05/16 02:05:00",40.13,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",LI_WY_CA,"2019/05/16 02:10:00",36.57,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",LI_WY_CA,"2019/05/16 02:15:00",36.57,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",LI_WY_CA,"2019/05/16 02:20:00",40.16,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",LI_WY_CA,"2019/05/16 02:25:00",40.55,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",LI_WY_CA,"2019/05/16 02:30:00",41.21,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",LI_WY_CA,"2019/05/16 02:35:00",36.2,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",LI_WY_CA,"2019/05/16 02:40:00",35.72,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",LI_WY_CA,"2019/05/16 02:45:00",36.61,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",LI_WY_CA,"2019/05/16 02:50:00",41.68,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",LI_WY_CA,"2019/05/16 02:55:00",37,2,"2019/05/16 01:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:00:00",LK_ECHO,"2019/05/16 02:00:00",40.72,2,"2019/05/16 01:55:25"
