C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,23:30:37,0000000307971582,P5MIN,0000000307971579
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 23:35:00","2019/05/16 23:35:00",0,1229482144.08,0,0,0,0,0,142.719,,,,,0,0,0,0,"2019/05/16 23:30:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",BLOWERNG,"2019/05/16 23:35:00",2.02,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",BLOWERNG,"2019/05/16 23:40:00",0.45,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",BLOWERNG,"2019/05/16 23:50:00",0.47,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",BLOWERNG,"2019/05/16 23:55:00",0.4,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",BLOWERNG,"2019/05/17 00:00:00",0.46,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",BOCORWF1,"2019/05/16 23:35:00",2.02,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",BOCORWF1,"2019/05/16 23:40:00",0.45,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",BOCORWF1,"2019/05/16 23:50:00",0.47,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",BOCORWF1,"2019/05/16 23:55:00",0.4,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",BOCORWF1,"2019/05/17 00:00:00",0.46,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",BROKENH1,"2019/05/16 23:35:00",24.06,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",BROKENH1,"2019/05/16 23:40:00",5.32,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",BROKENH1,"2019/05/16 23:50:00",5.62,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",BROKENH1,"2019/05/16 23:55:00",4.74,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",BROKENH1,"2019/05/17 00:00:00",5.46,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",COLEASF1,"2019/05/16 23:35:00",2.02,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",COLEASF1,"2019/05/16 23:40:00",0.45,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",COLEASF1,"2019/05/16 23:50:00",0.47,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",COLEASF1,"2019/05/16 23:55:00",0.4,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",COLEASF1,"2019/05/17 00:00:00",0.46,1,"2019/05/16 23:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 23:35:00",CROOKWF2,"2019/05/16 23:35:00",2.02,1,"2019/05/16 23:30:25"
