C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,15:15:36,0000000307957917,P5MIN,0000000307957914
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 15:20:00","2019/05/16 15:20:00",0,740189753.3920,0,0,0,0,0,96.5,,,,,0,0,0,0,"2019/05/16 15:15:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",GORDON,"2019/05/16 15:20:00",49.05,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",GORDON,"2019/05/16 15:25:00",47.56,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",GORDON,"2019/05/16 15:30:00",46.22,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",GORDON,"2019/05/16 15:35:00",50.71,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",GORDON,"2019/05/16 15:40:00",33.81,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",GORDON,"2019/05/16 15:45:00",33.81,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",GORDON,"2019/05/16 15:50:00",33.81,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",GORDON,"2019/05/16 15:55:00",33.81,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",GORDON,"2019/05/16 16:00:00",30.87,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",GORDON,"2019/05/16 16:05:00",23.21,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",GORDON,"2019/05/16 16:10:00",23.21,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",GORDON,"2019/05/16 16:15:00",19.4,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LI_WY_CA,"2019/05/16 15:20:00",49.05,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LI_WY_CA,"2019/05/16 15:25:00",47.56,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LI_WY_CA,"2019/05/16 15:30:00",46.22,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LI_WY_CA,"2019/05/16 15:35:00",50.71,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LI_WY_CA,"2019/05/16 15:40:00",33.81,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LI_WY_CA,"2019/05/16 15:45:00",33.81,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LI_WY_CA,"2019/05/16 15:50:00",33.81,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LI_WY_CA,"2019/05/16 15:55:00",33.81,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LI_WY_CA,"2019/05/16 16:00:00",30.87,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LI_WY_CA,"2019/05/16 16:05:00",23.21,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LI_WY_CA,"2019/05/16 16:10:00",23.21,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LI_WY_CA,"2019/05/16 16:15:00",19.4,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LK_ECHO,"2019/05/16 15:20:00",49.05,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LK_ECHO,"2019/05/16 15:25:00",47.56,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LK_ECHO,"2019/05/16 15:30:00",46.22,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LK_ECHO,"2019/05/16 15:35:00",50.71,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LK_ECHO,"2019/05/16 15:40:00",33.81,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LK_ECHO,"2019/05/16 15:45:00",33.81,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LK_ECHO,"2019/05/16 15:50:00",33.81,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LK_ECHO,"2019/05/16 15:55:00",33.81,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LK_ECHO,"2019/05/16 16:00:00",30.87,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LK_ECHO,"2019/05/16 16:05:00",23.21,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LK_ECHO,"2019/05/16 16:10:00",23.21,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",LK_ECHO,"2019/05/16 16:15:00",19.4,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",MEADOWBK,"2019/05/16 15:20:00",49.05,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",MEADOWBK,"2019/05/16 15:25:00",47.56,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",MEADOWBK,"2019/05/16 15:30:00",46.22,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",MEADOWBK,"2019/05/16 15:35:00",50.71,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",MEADOWBK,"2019/05/16 15:40:00",33.81,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",MEADOWBK,"2019/05/16 15:45:00",33.81,2,"2019/05/16 15:15:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:20:00",MEADOWBK,"2019/05/16 15:50:00",33.81,2,"2019/05/16 15:15:25"
