C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,15:20:35,0000000307958023,P5MIN,0000000307958020
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 15:25:00","2019/05/16 15:25:00",0,241212188.6490,0,0,0,0,0,49.875,,,,,0,0,0,0,"2019/05/16 15:20:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",GORDON,"2019/05/16 15:25:00",41.76,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",GORDON,"2019/05/16 15:30:00",97.87,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",GORDON,"2019/05/16 15:35:00",98.01,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",GORDON,"2019/05/16 15:40:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",GORDON,"2019/05/16 15:45:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",GORDON,"2019/05/16 15:50:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",GORDON,"2019/05/16 15:55:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",GORDON,"2019/05/16 16:00:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",GORDON,"2019/05/16 16:05:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",GORDON,"2019/05/16 16:10:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",GORDON,"2019/05/16 16:15:00",41.08,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",GORDON,"2019/05/16 16:20:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LI_WY_CA,"2019/05/16 15:25:00",41.76,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LI_WY_CA,"2019/05/16 15:30:00",97.87,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LI_WY_CA,"2019/05/16 15:35:00",98.01,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LI_WY_CA,"2019/05/16 15:40:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LI_WY_CA,"2019/05/16 15:45:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LI_WY_CA,"2019/05/16 15:50:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LI_WY_CA,"2019/05/16 15:55:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LI_WY_CA,"2019/05/16 16:00:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LI_WY_CA,"2019/05/16 16:05:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LI_WY_CA,"2019/05/16 16:10:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LI_WY_CA,"2019/05/16 16:15:00",41.08,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LI_WY_CA,"2019/05/16 16:20:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LK_ECHO,"2019/05/16 15:25:00",41.76,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LK_ECHO,"2019/05/16 15:30:00",97.87,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LK_ECHO,"2019/05/16 15:35:00",98.01,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LK_ECHO,"2019/05/16 15:40:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LK_ECHO,"2019/05/16 15:45:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LK_ECHO,"2019/05/16 15:50:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LK_ECHO,"2019/05/16 15:55:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LK_ECHO,"2019/05/16 16:00:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LK_ECHO,"2019/05/16 16:05:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LK_ECHO,"2019/05/16 16:10:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LK_ECHO,"2019/05/16 16:15:00",41.08,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",LK_ECHO,"2019/05/16 16:20:00",40.71,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",MEADOWBK,"2019/05/16 15:25:00",41.76,2,"2019/05/16 15:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 15:25:00",MEADOWBK,"2019/05/16 15:30:00",97.87,2,"2019/05/16 15:20:25"
