C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,22:00:36,0000000307969392,P5MIN,0000000307969389
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 22:05:00","2019/05/16 22:05:00",0,7275565613.59,0,0,0,0,0,704.92,,,,,0,0,0,0,"2019/05/16 22:00:26"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:05:00",GORDON,"2019/05/16 22:30:00",0.04,2,"2019/05/16 22:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:05:00",GORDON,"2019/05/16 22:40:00",0.08,2,"2019/05/16 22:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:05:00",GORDON,"2019/05/16 22:45:00",0.24,2,"2019/05/16 22:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:05:00",GORDON,"2019/05/16 22:50:00",0.13,2,"2019/05/16 22:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:05:00",GORDON,"2019/05/16 22:55:00",0.07,2,"2019/05/16 22:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:05:00",GORDON,"2019/05/16 23:00:00",0.13,2,"2019/05/16 22:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:05:00",LI_WY_CA,"2019/05/16 22:30:00",0.04,2,"2019/05/16 22:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:05:00",LI_WY_CA,"2019/05/16 22:40:00",0.08,2,"2019/05/16 22:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:05:00",LI_WY_CA,"2019/05/16 22:45:00",0.24,2,"2019/05/16 22:00:26"
