C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,22:45:36,0000000307970521,P5MIN,0000000307970518
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 22:50:00","2019/05/16 22:50:00",0,6057821328.5640,0,0,0,0,0,592.656,,,,,0,0,0,0,"2019/05/16 22:45:26"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",BLOWERNG,"2019/05/16 23:30:00",0.03,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",BLOWERNG,"2019/05/16 23:35:00",2.11,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",BOCORWF1,"2019/05/16 23:30:00",0.03,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",BOCORWF1,"2019/05/16 23:35:00",2.11,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",BROKENH1,"2019/05/16 23:30:00",0.38,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",BROKENH1,"2019/05/16 23:35:00",25.15,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",COLEASF1,"2019/05/16 23:30:00",0.03,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",COLEASF1,"2019/05/16 23:35:00",2.11,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",CROOKWF2,"2019/05/16 23:30:00",0.03,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",CROOKWF2,"2019/05/16 23:35:00",2.11,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",DARTM1,"2019/05/16 23:30:00",-0.14,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",DARTM1,"2019/05/16 23:35:00",-9.08,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",GULLRSF1,"2019/05/16 23:30:00",0.03,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",GULLRSF1,"2019/05/16 23:35:00",2.11,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",GULLRWF1,"2019/05/16 23:30:00",0.03,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",GULLRWF1,"2019/05/16 23:35:00",2.11,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",GUNNING1,"2019/05/16 23:30:00",0.03,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",GUNNING1,"2019/05/16 23:35:00",2.11,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",GUTHEGA,"2019/05/16 23:30:00",-0.2,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",GUTHEGA,"2019/05/16 23:35:00",-13.33,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",HUMENSW,"2019/05/16 23:30:00",0.33,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",HUMENSW,"2019/05/16 23:35:00",22.12,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",HUMEV,"2019/05/16 23:30:00",0.33,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",HUMEV,"2019/05/16 23:35:00",22.12,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",MCKAY1,"2019/05/16 23:30:00",-0.05,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",MCKAY1,"2019/05/16 23:35:00",-3.5,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",MURRAY,"2019/05/16 23:30:00",-0.18,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",MURRAY,"2019/05/16 23:35:00",-12,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",SNOWYP,"2019/05/16 23:30:00",-0.11,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",SNOWYP,"2019/05/16 23:35:00",-7.14,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",STWF1,"2019/05/16 23:30:00",0.38,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",STWF1,"2019/05/16 23:35:00",25.15,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",TARALGA1,"2019/05/16 23:30:00",0.03,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",TARALGA1,"2019/05/16 23:35:00",2.11,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",TUMUT3,"2019/05/16 23:30:00",0.11,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",TUMUT3,"2019/05/16 23:35:00",7.14,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",UPPTUMUT,"2019/05/16 23:30:00",0.17,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",UPPTUMUT,"2019/05/16 23:35:00",11.48,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",URANQ11,"2019/05/16 23:30:00",0.19,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",URANQ11,"2019/05/16 23:35:00",12.36,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",URANQ12,"2019/05/16 23:30:00",0.19,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",URANQ12,"2019/05/16 23:35:00",12.36,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",URANQ13,"2019/05/16 23:30:00",0.19,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",URANQ13,"2019/05/16 23:35:00",12.36,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",URANQ14,"2019/05/16 23:30:00",0.19,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",URANQ14,"2019/05/16 23:35:00",12.36,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",WKIEWA1,"2019/05/16 23:30:00",-0.16,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",WKIEWA1,"2019/05/16 23:35:00",-10.69,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",WKIEWA2,"2019/05/16 23:30:00",-0.16,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",WKIEWA2,"2019/05/16 23:35:00",-10.69,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",WOODLWN1,"2019/05/16 23:30:00",0.03,1,"2019/05/16 22:45:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 22:50:00",WOODLWN1,"2019/05/16 23:35:00",2.11,1,"2019/05/16 22:45:26"
