C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,07:55:36,0000000307944426,P5MIN,0000000307944423
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 08:00:00","2019/05/16 08:00:00",0,-110533248.0360,0,0,0,0,0,18.74,,,,,0,0,0,0,"2019/05/16 07:55:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",BLOWERNG,"2019/05/16 08:45:00",0.52,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",BLOWERNG,"2019/05/16 08:50:00",0.48,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",BLOWERNG,"2019/05/16 08:55:00",0.31,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",BOCORWF1,"2019/05/16 08:45:00",0.52,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",BOCORWF1,"2019/05/16 08:50:00",0.48,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",BOCORWF1,"2019/05/16 08:55:00",0.31,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",BROKENH1,"2019/05/16 08:45:00",6.24,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",BROKENH1,"2019/05/16 08:50:00",5.67,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",BROKENH1,"2019/05/16 08:55:00",3.69,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",COLEASF1,"2019/05/16 08:45:00",0.52,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",COLEASF1,"2019/05/16 08:50:00",0.48,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",COLEASF1,"2019/05/16 08:55:00",0.31,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",CROOKWF2,"2019/05/16 08:45:00",0.52,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",CROOKWF2,"2019/05/16 08:50:00",0.48,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",CROOKWF2,"2019/05/16 08:55:00",0.31,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",DARTM1,"2019/05/16 08:45:00",-2.25,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",DARTM1,"2019/05/16 08:50:00",-2.05,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",DARTM1,"2019/05/16 08:55:00",-1.33,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GORDON,"2019/05/16 08:00:00",-13.16,2,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GORDON,"2019/05/16 08:05:00",-0.02,2,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GORDON,"2019/05/16 08:10:00",-3.43,2,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GORDON,"2019/05/16 08:15:00",-0.02,2,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GULLRSF1,"2019/05/16 08:45:00",0.52,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GULLRSF1,"2019/05/16 08:50:00",0.48,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GULLRSF1,"2019/05/16 08:55:00",0.31,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GULLRWF1,"2019/05/16 08:45:00",0.52,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GULLRWF1,"2019/05/16 08:50:00",0.48,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GULLRWF1,"2019/05/16 08:55:00",0.31,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GUNNING1,"2019/05/16 08:45:00",0.52,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GUNNING1,"2019/05/16 08:50:00",0.48,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GUNNING1,"2019/05/16 08:55:00",0.31,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GUTHEGA,"2019/05/16 08:45:00",-3.31,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GUTHEGA,"2019/05/16 08:50:00",-3.01,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",GUTHEGA,"2019/05/16 08:55:00",-1.96,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",HUMENSW,"2019/05/16 08:45:00",5.48,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",HUMENSW,"2019/05/16 08:50:00",4.99,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",HUMENSW,"2019/05/16 08:55:00",3.25,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",HUMEV,"2019/05/16 08:45:00",5.48,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",HUMEV,"2019/05/16 08:50:00",4.99,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",HUMEV,"2019/05/16 08:55:00",3.25,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",LI_WY_CA,"2019/05/16 08:00:00",-13.16,2,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",LI_WY_CA,"2019/05/16 08:05:00",-0.02,2,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",LI_WY_CA,"2019/05/16 08:10:00",-3.43,2,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",LI_WY_CA,"2019/05/16 08:15:00",-0.02,2,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",LK_ECHO,"2019/05/16 08:00:00",-13.16,2,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",LK_ECHO,"2019/05/16 08:05:00",-0.02,2,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",LK_ECHO,"2019/05/16 08:10:00",-3.43,2,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",LK_ECHO,"2019/05/16 08:15:00",-0.02,2,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",MCKAY1,"2019/05/16 08:45:00",-0.87,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",MCKAY1,"2019/05/16 08:50:00",-0.79,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",MCKAY1,"2019/05/16 08:55:00",-0.51,1,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",MEADOWBK,"2019/05/16 08:00:00",-13.16,2,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",MEADOWBK,"2019/05/16 08:05:00",-0.02,2,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",MEADOWBK,"2019/05/16 08:10:00",-3.43,2,"2019/05/16 07:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:00:00",MEADOWBK,"2019/05/16 08:15:00",-0.02,2,"2019/05/16 07:55:25"
