C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,09:25:36,0000000307947656,P5MIN,0000000307947653
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 09:30:00","2019/05/16 09:30:00",0,-322583684.5670,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 09:25:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BLOWERNG,"2019/05/16 09:30:00",0.81,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BLOWERNG,"2019/05/16 09:35:00",0.89,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BLOWERNG,"2019/05/16 09:40:00",0.98,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BLOWERNG,"2019/05/16 09:45:00",0.89,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BLOWERNG,"2019/05/16 09:50:00",0.86,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BLOWERNG,"2019/05/16 09:55:00",0.8,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BLOWERNG,"2019/05/16 10:00:00",0.8,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BOCORWF1,"2019/05/16 09:30:00",0.81,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BOCORWF1,"2019/05/16 09:35:00",0.89,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BOCORWF1,"2019/05/16 09:40:00",0.98,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BOCORWF1,"2019/05/16 09:45:00",0.89,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BOCORWF1,"2019/05/16 09:50:00",0.86,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BOCORWF1,"2019/05/16 09:55:00",0.8,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BOCORWF1,"2019/05/16 10:00:00",0.8,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BROKENH1,"2019/05/16 09:30:00",9.62,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BROKENH1,"2019/05/16 09:35:00",10.59,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BROKENH1,"2019/05/16 09:40:00",11.64,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BROKENH1,"2019/05/16 09:45:00",10.63,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BROKENH1,"2019/05/16 09:50:00",10.28,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BROKENH1,"2019/05/16 09:55:00",9.51,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",BROKENH1,"2019/05/16 10:00:00",9.57,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",COLEASF1,"2019/05/16 09:30:00",0.81,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",COLEASF1,"2019/05/16 09:35:00",0.89,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",COLEASF1,"2019/05/16 09:40:00",0.98,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",COLEASF1,"2019/05/16 09:45:00",0.89,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",COLEASF1,"2019/05/16 09:50:00",0.86,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",COLEASF1,"2019/05/16 09:55:00",0.8,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",COLEASF1,"2019/05/16 10:00:00",0.8,1,"2019/05/16 09:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:30:00",CROOKWF2,"2019/05/16 09:30:00",0.81,1,"2019/05/16 09:25:25"
