C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,20:35:34,0000000307967346,P5MIN,0000000307967343
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 20:40:00","2019/05/16 20:40:00",0,6635300708.1420,0,0,0,0,0,645.769,,,,,0,0,0,0,"2019/05/16 20:35:24"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:40:00",GORDON,"2019/05/16 20:40:00",1.14,2,"2019/05/16 20:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:40:00",GORDON,"2019/05/16 20:45:00",0.02,2,"2019/05/16 20:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:40:00",GORDON,"2019/05/16 20:50:00",1.81,2,"2019/05/16 20:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:40:00",GORDON,"2019/05/16 20:55:00",2.06,2,"2019/05/16 20:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:40:00",GORDON,"2019/05/16 21:00:00",2.32,2,"2019/05/16 20:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:40:00",GORDON,"2019/05/16 21:05:00",2.57,2,"2019/05/16 20:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:40:00",GORDON,"2019/05/16 21:10:00",2.82,2,"2019/05/16 20:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:40:00",GORDON,"2019/05/16 21:15:00",3.07,2,"2019/05/16 20:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:40:00",GORDON,"2019/05/16 21:20:00",7.62,2,"2019/05/16 20:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:40:00",GORDON,"2019/05/16 21:25:00",17.32,2,"2019/05/16 20:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:40:00",GORDON,"2019/05/16 21:30:00",17.71,2,"2019/05/16 20:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:40:00",GORDON,"2019/05/16 21:35:00",18.24,2,"2019/05/16 20:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:40:00",LI_WY_CA,"2019/05/16 20:40:00",1.14,2,"2019/05/16 20:35:24"
