C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,14:25:35,0000000307956365,P5MIN,0000000307956362
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 14:30:00","2019/05/16 14:30:00",0,13382935207.7840,0,0,0,0,0,1273.8,,,,,0,0,0,0,"2019/05/16 14:25:24"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:30:00",GORDON,"2019/05/16 14:30:00",115.54,2,"2019/05/16 14:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:30:00",GORDON,"2019/05/16 14:35:00",22.28,2,"2019/05/16 14:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:30:00",GORDON,"2019/05/16 14:40:00",25.45,2,"2019/05/16 14:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:30:00",GORDON,"2019/05/16 14:45:00",30.63,2,"2019/05/16 14:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:30:00",GORDON,"2019/05/16 14:50:00",31.99,2,"2019/05/16 14:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:30:00",GORDON,"2019/05/16 14:55:00",31.96,2,"2019/05/16 14:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:30:00",GORDON,"2019/05/16 15:00:00",35.37,2,"2019/05/16 14:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:30:00",GORDON,"2019/05/16 15:05:00",91.81,2,"2019/05/16 14:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:30:00",GORDON,"2019/05/16 15:10:00",30.49,2,"2019/05/16 14:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:30:00",GORDON,"2019/05/16 15:15:00",31.54,2,"2019/05/16 14:25:24"
