C,NEMP.WORLD,DISPATCHSCADA,AEMO,PUBLIC,2019/05/22,04:00:08,0000000308171094,DISPATCHSCADA,0000000308171088
I,DISPATCH,UNIT_SCADA,1,SETTLEMENTDATE,DUID,SCADAVALUE
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",URANQ14,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",VP5,522.325010
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",VP6,549.575010
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",VPGS1,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",VPGS2,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",VPGS3,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",VPGS4,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",VPGS5,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",VPGS6,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",W/HOE#1,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",W/HOE#2,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",WATERLWF,5.50
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",WEMENSF1,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",WGWF1,2.50
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",WHITSF1,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",WKIEWA1,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",WKIEWA2,0.10
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",WOODLWN1,16.316990
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",WRSF1,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",WRWF1,-0.666240
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",YABULU,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",YABULU2,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",YARWUN_1,129.20
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",YWPS1,0
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",YWPS2,381.453160
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",YWPS3,396.3671
D,DISPATCH,UNIT_SCADA,1,"2019/05/22 04:05:00",YWPS4,371.526580
C,"END OF REPORT",328
