C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,05:25:35,0000000307940191,P5MIN,0000000307940188
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 05:30:00","2019/05/16 05:30:00",0,1159302546.7470,0,0,0,90,0,43.93,,,,,0,0,0,0,"2019/05/16 05:25:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BLOWERNG,"2019/05/16 05:30:00",1.96,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BLOWERNG,"2019/05/16 05:35:00",0.85,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BLOWERNG,"2019/05/16 05:40:00",1.21,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BLOWERNG,"2019/05/16 05:45:00",0.94,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BLOWERNG,"2019/05/16 05:50:00",0.84,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BLOWERNG,"2019/05/16 05:55:00",0.64,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BLOWERNG,"2019/05/16 06:00:00",0.12,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BLOWERNG,"2019/05/16 06:05:00",0.74,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BLOWERNG,"2019/05/16 06:10:00",0.02,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BOCORWF1,"2019/05/16 05:30:00",1.96,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BOCORWF1,"2019/05/16 05:35:00",0.85,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BOCORWF1,"2019/05/16 05:40:00",1.21,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BOCORWF1,"2019/05/16 05:45:00",0.94,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BOCORWF1,"2019/05/16 05:50:00",0.84,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BOCORWF1,"2019/05/16 05:55:00",0.64,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BOCORWF1,"2019/05/16 06:00:00",0.12,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BOCORWF1,"2019/05/16 06:05:00",0.74,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BOCORWF1,"2019/05/16 06:10:00",0.02,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BROKENH1,"2019/05/16 05:30:00",23.41,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BROKENH1,"2019/05/16 05:35:00",10.08,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BROKENH1,"2019/05/16 05:40:00",14.39,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BROKENH1,"2019/05/16 05:45:00",11.21,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BROKENH1,"2019/05/16 05:50:00",10.04,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BROKENH1,"2019/05/16 05:55:00",7.63,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BROKENH1,"2019/05/16 06:00:00",1.47,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BROKENH1,"2019/05/16 06:05:00",8.89,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",BROKENH1,"2019/05/16 06:10:00",0.26,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",COLEASF1,"2019/05/16 05:30:00",1.96,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",COLEASF1,"2019/05/16 05:35:00",0.85,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",COLEASF1,"2019/05/16 05:40:00",1.21,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",COLEASF1,"2019/05/16 05:45:00",0.94,1,"2019/05/16 05:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:30:00",COLEASF1,"2019/05/16 05:50:00",0.84,1,"2019/05/16 05:25:25"
