C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,09:00:37,0000000307946803,P5MIN,0000000307946800
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 09:05:00","2019/05/16 09:05:00",0,-326811243.3880,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 09:00:26"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BLOWERNG,"2019/05/16 09:05:00",0.11,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BLOWERNG,"2019/05/16 09:10:00",1.85,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BLOWERNG,"2019/05/16 09:15:00",2.89,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BLOWERNG,"2019/05/16 09:20:00",3.2,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BLOWERNG,"2019/05/16 09:25:00",1.38,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BLOWERNG,"2019/05/16 09:30:00",1,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BLOWERNG,"2019/05/16 09:35:00",1.04,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BLOWERNG,"2019/05/16 09:40:00",1.22,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BLOWERNG,"2019/05/16 09:45:00",0.9,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BLOWERNG,"2019/05/16 09:50:00",0.8,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BLOWERNG,"2019/05/16 09:55:00",0.89,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BLOWERNG,"2019/05/16 10:00:00",0.82,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BOCORWF1,"2019/05/16 09:05:00",0.11,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BOCORWF1,"2019/05/16 09:10:00",1.85,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BOCORWF1,"2019/05/16 09:15:00",2.89,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BOCORWF1,"2019/05/16 09:20:00",3.2,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BOCORWF1,"2019/05/16 09:25:00",1.38,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BOCORWF1,"2019/05/16 09:30:00",1,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BOCORWF1,"2019/05/16 09:35:00",1.04,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BOCORWF1,"2019/05/16 09:40:00",1.22,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BOCORWF1,"2019/05/16 09:45:00",0.9,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BOCORWF1,"2019/05/16 09:50:00",0.8,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BOCORWF1,"2019/05/16 09:55:00",0.89,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BOCORWF1,"2019/05/16 10:00:00",0.82,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BROKENH1,"2019/05/16 09:05:00",1.26,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BROKENH1,"2019/05/16 09:10:00",22.12,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BROKENH1,"2019/05/16 09:15:00",34.45,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BROKENH1,"2019/05/16 09:20:00",38.22,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BROKENH1,"2019/05/16 09:25:00",16.44,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BROKENH1,"2019/05/16 09:30:00",11.9,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BROKENH1,"2019/05/16 09:35:00",12.39,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BROKENH1,"2019/05/16 09:40:00",14.52,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BROKENH1,"2019/05/16 09:45:00",10.7,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BROKENH1,"2019/05/16 09:50:00",9.53,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BROKENH1,"2019/05/16 09:55:00",10.64,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",BROKENH1,"2019/05/16 10:00:00",9.83,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",COLEASF1,"2019/05/16 09:05:00",0.11,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",COLEASF1,"2019/05/16 09:10:00",1.85,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",COLEASF1,"2019/05/16 09:15:00",2.89,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",COLEASF1,"2019/05/16 09:20:00",3.2,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",COLEASF1,"2019/05/16 09:25:00",1.38,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",COLEASF1,"2019/05/16 09:30:00",1,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",COLEASF1,"2019/05/16 09:35:00",1.04,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",COLEASF1,"2019/05/16 09:40:00",1.22,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",COLEASF1,"2019/05/16 09:45:00",0.9,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",COLEASF1,"2019/05/16 09:50:00",0.8,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",COLEASF1,"2019/05/16 09:55:00",0.89,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",COLEASF1,"2019/05/16 10:00:00",0.82,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",CROOKWF2,"2019/05/16 09:05:00",0.11,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",CROOKWF2,"2019/05/16 09:10:00",1.85,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",CROOKWF2,"2019/05/16 09:15:00",2.89,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",CROOKWF2,"2019/05/16 09:20:00",3.2,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",CROOKWF2,"2019/05/16 09:25:00",1.38,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",CROOKWF2,"2019/05/16 09:30:00",1,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",CROOKWF2,"2019/05/16 09:35:00",1.04,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",CROOKWF2,"2019/05/16 09:40:00",1.22,1,"2019/05/16 09:00:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:05:00",CROOKWF2,"2019/05/16 09:45:00",0.9,1,"2019/05/16 09:00:26"
