C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,20:30:36,0000000307967199,P5MIN,0000000307967196
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 20:35:00","2019/05/16 20:35:00",0,5328174663.4880,0,0,0,0,0,523.56,,,,,0,0,0,0,"2019/05/16 20:30:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",GORDON,"2019/05/16 20:35:00",0.02,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",GORDON,"2019/05/16 21:25:00",0.02,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",GORDON,"2019/05/16 21:30:00",0.02,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",LI_WY_CA,"2019/05/16 20:35:00",0.02,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",LI_WY_CA,"2019/05/16 21:25:00",0.01,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",LI_WY_CA,"2019/05/16 21:30:00",0.01,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",LK_ECHO,"2019/05/16 20:35:00",0.02,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",LK_ECHO,"2019/05/16 21:25:00",0.01,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",LK_ECHO,"2019/05/16 21:30:00",0.01,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",MEADOWBK,"2019/05/16 20:35:00",0.02,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",MEADOWBK,"2019/05/16 21:25:00",0.01,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",MEADOWBK,"2019/05/16 21:30:00",0.01,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",SAPHWF1,"2019/05/16 20:35:00",-0.54,1,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",SAPHWF1,"2019/05/16 20:40:00",-1.1,1,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",SAPHWF1,"2019/05/16 20:45:00",-3.11,1,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",SAPHWF1,"2019/05/16 20:50:00",-1.23,1,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",SAPHWF1,"2019/05/16 20:55:00",-0.51,1,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",SAPHWF1,"2019/05/16 21:00:00",-0.59,1,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",SAPHWF1,"2019/05/16 21:05:00",-2.93,1,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",SAPHWF1,"2019/05/16 21:10:00",-1.84,1,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",SAPHWF1,"2019/05/16 21:15:00",-1.76,1,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",SAPHWF1,"2019/05/16 21:20:00",-1.12,1,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",SAPHWF1,"2019/05/16 21:25:00",-4.9,1,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",SAPHWF1,"2019/05/16 21:30:00",-4.72,1,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",TARRALEA,"2019/05/16 20:35:00",0.02,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",TARRALEA,"2019/05/16 21:25:00",0.01,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",TARRALEA,"2019/05/16 21:30:00",0.01,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",TUNGATIN,"2019/05/16 20:35:00",0.02,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",TUNGATIN,"2019/05/16 21:25:00",0.01,2,"2019/05/16 20:30:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:35:00",TUNGATIN,"2019/05/16 21:30:00",0.01,2,"2019/05/16 20:30:25"
I,P5MIN,REGIONSOLUTION,5,RUN_DATETIME,INTERVENTION,INTERVAL_DATETIME,REGIONID,RRP,ROP,EXCESSGENERATION,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALREQ,LOWER5MINREQ,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALREQ,LOWER60SECREQ,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALREQ,LOWER6SECREQ,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALREQ,RAISE5MINREQ,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALREQ,RAISE60SECREQ,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALREQ,RAISE6SECREQ,AGGREGATEDISPATCHERROR,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGDISPATCH,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGDISPATCH,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,LASTCHANGED,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF,SEMISCHEDULE_CLEAREDMW,SEMISCHEDULE_COMPLIANCEMW
D,P5MIN,REGIONSOLUTION,5,"2019/05/16 20:35:00",0,"2019/05/16 20:35:00",NSW1,94.54856,94.54856,0,0.72,0.72,0.5,0.5,1,1,14.73,14.73,0,0,0.04,0.04,0.19,0.19,12.63,12.63,8842.24,10853.493,0,-33.40137,7928.35,0,-913.89,,,46,,,,,6,,,,,0,,,,,150.13,,,,,1.01,,,,,11.01,,,-28.50336,8931.76465,8869.11,,0,45,,,,0,12,,,,,,,,,,,,,,,,,,,"2019/05/16 20:30:25",-0.07736,8869.032640,437.493,437.493,211.293
D,P5MIN,REGIONSOLUTION,5,"2019/05/16 20:35:00",0,"2019/05/16 20:40:00",NSW1,95.17122,95.17122,0,0.72,0.72,0.5,0.5,1,1,14.73,14.73,0.01,0.01,0.04,0.04,0.19,0.19,9,9,8792.87,10856.109,0,-49.37296,7866.1,0,-926.77,,,51,,,,,11,,,,,1.04,,,,,140.1,,,,,1,,,,,11,,,-28.50336,8869.11,8819.42,,0,59,,,,0,12,,,,,,,,,,,,,,,,,,,"2019/05/16 20:30:25",-0.07736,8819.342640,440.109,440.109,211.551
