C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,02:50:35,0000000307936171,P5MIN,0000000307936168
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 02:55:00","2019/05/16 02:55:00",0,-317288082.7770,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 02:50:24"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",GORDON,"2019/05/16 02:55:00",21.75,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",GORDON,"2019/05/16 03:00:00",19.57,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",GORDON,"2019/05/16 03:05:00",18.03,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",GORDON,"2019/05/16 03:10:00",19.57,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",GORDON,"2019/05/16 03:15:00",19.11,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",GORDON,"2019/05/16 03:20:00",19.57,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",GORDON,"2019/05/16 03:25:00",23.44,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",GORDON,"2019/05/16 03:30:00",24.13,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",GORDON,"2019/05/16 03:35:00",19.13,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",GORDON,"2019/05/16 03:40:00",24.22,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",GORDON,"2019/05/16 03:45:00",24.2,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",GORDON,"2019/05/16 03:50:00",24.15,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",JBUTTERS,"2019/05/16 02:55:00",2.56,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",JBUTTERS,"2019/05/16 03:00:00",2.3,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",JBUTTERS,"2019/05/16 03:05:00",2.12,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",JBUTTERS,"2019/05/16 03:10:00",2.3,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",JBUTTERS,"2019/05/16 03:15:00",2.25,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",JBUTTERS,"2019/05/16 03:20:00",2.3,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",JBUTTERS,"2019/05/16 03:25:00",2.76,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",JBUTTERS,"2019/05/16 03:30:00",2.84,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",JBUTTERS,"2019/05/16 03:35:00",1.86,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",JBUTTERS,"2019/05/16 03:40:00",2.85,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",JBUTTERS,"2019/05/16 03:45:00",2.85,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",JBUTTERS,"2019/05/16 03:50:00",2.84,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LI_WY_CA,"2019/05/16 02:55:00",12.8,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LI_WY_CA,"2019/05/16 03:00:00",11.51,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LI_WY_CA,"2019/05/16 03:05:00",10.6,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LI_WY_CA,"2019/05/16 03:10:00",11.51,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LI_WY_CA,"2019/05/16 03:15:00",11.24,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LI_WY_CA,"2019/05/16 03:20:00",11.51,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LI_WY_CA,"2019/05/16 03:25:00",13.79,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LI_WY_CA,"2019/05/16 03:30:00",14.2,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LI_WY_CA,"2019/05/16 03:35:00",12.61,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LI_WY_CA,"2019/05/16 03:40:00",14.25,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LI_WY_CA,"2019/05/16 03:45:00",14.24,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LI_WY_CA,"2019/05/16 03:50:00",14.2,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LK_ECHO,"2019/05/16 02:55:00",12.8,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LK_ECHO,"2019/05/16 03:00:00",11.51,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LK_ECHO,"2019/05/16 03:05:00",10.6,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LK_ECHO,"2019/05/16 03:10:00",11.51,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LK_ECHO,"2019/05/16 03:15:00",11.24,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LK_ECHO,"2019/05/16 03:20:00",11.51,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LK_ECHO,"2019/05/16 03:25:00",13.79,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LK_ECHO,"2019/05/16 03:30:00",14.2,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LK_ECHO,"2019/05/16 03:35:00",12.61,2,"2019/05/16 02:50:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 02:55:00",LK_ECHO,"2019/05/16 03:40:00",14.25,2,"2019/05/16 02:50:24"
