C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,20:55:36,0000000307967837,P5MIN,0000000307967834
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 21:00:00","2019/05/16 21:00:00",0,9302124811.2560,0,0,0,0,0,894.306,,,,,0,0,0,0,"2019/05/16 20:55:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",GORDON,"2019/05/16 21:35:00",18.05,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",GORDON,"2019/05/16 21:40:00",18.05,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",GORDON,"2019/05/16 21:45:00",18.05,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",GORDON,"2019/05/16 21:50:00",27.74,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",GORDON,"2019/05/16 21:55:00",30.97,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",LI_WY_CA,"2019/05/16 21:35:00",18.05,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",LI_WY_CA,"2019/05/16 21:40:00",18.05,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",LI_WY_CA,"2019/05/16 21:45:00",18.05,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",LI_WY_CA,"2019/05/16 21:50:00",27.74,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",LI_WY_CA,"2019/05/16 21:55:00",30.97,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",LK_ECHO,"2019/05/16 21:35:00",18.05,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",LK_ECHO,"2019/05/16 21:40:00",18.05,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",LK_ECHO,"2019/05/16 21:45:00",18.05,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",LK_ECHO,"2019/05/16 21:50:00",27.74,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",LK_ECHO,"2019/05/16 21:55:00",30.97,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",MEADOWBK,"2019/05/16 21:35:00",18.05,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",MEADOWBK,"2019/05/16 21:40:00",18.05,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",MEADOWBK,"2019/05/16 21:45:00",18.05,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",MEADOWBK,"2019/05/16 21:50:00",27.74,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",MEADOWBK,"2019/05/16 21:55:00",30.97,2,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",SAPHWF1,"2019/05/16 21:00:00",-3.78,1,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",SAPHWF1,"2019/05/16 21:05:00",-3.87,1,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",SAPHWF1,"2019/05/16 21:10:00",-3.03,1,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",SAPHWF1,"2019/05/16 21:15:00",-2.46,1,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",SAPHWF1,"2019/05/16 21:20:00",-2.43,1,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",SAPHWF1,"2019/05/16 21:25:00",-8.86,1,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",SAPHWF1,"2019/05/16 21:30:00",-5.12,1,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",SAPHWF1,"2019/05/16 21:35:00",-1.25,1,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",SAPHWF1,"2019/05/16 21:40:00",-1.06,1,"2019/05/16 20:55:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 21:00:00",SAPHWF1,"2019/05/16 21:45:00",-10.02,1,"2019/05/16 20:55:25"
