Limits as at Thu May  2 10:31:15 2019
Site Name,Plant Type,Plant ID,Region,Measurement,Level,Alternate Value,Low,High
TEMPLATE,LINE,NSW_EA_132,NEMMCO,MVA,NORM,EA_WIN_N,-0.1,0.1
TEMPLATE,LINE,NSW_EA_132,NEMMCO,MVA,NORM,EA_WIN_D,-0.1,0.1
TEMPLATE,LINE,NSW_EA_132,NEMMCO,MVA,NORM,EA_SUM_N,-0.1,0.1
TEMPLATE,LINE,NSW_EA_132,NEMMCO,MVA,NORM,EA_SUM_D,-0.1,0.1
TEMPLATE,LINE,NSW_EA_132,NEMMCO,MVA,EMER,EA_WIN_N,-0.1,0.1
TEMPLATE,LINE,NSW_EA_132,NEMMCO,MVA,EMER,EA_WIN_D,-0.1,0.1
TEMPLATE,LINE,NSW_EA_132,NEMMCO,MVA,EMER,EA_SUM_N,-0.1,0.1
TEMPLATE,LINE,NSW_EA_132,NEMMCO,MVA,EMER,EA_SUM_D,-0.1,0.1
TEMPLATE,LINE,NSW_EA_132,NEMMCO,MVA,LDSH,EA_WIN_N,-0.1,0.1
TEMPLATE,LINE,NSW_EA_132,NEMMCO,MVA,LDSH,EA_WIN_D,-0.1,0.1
TEMPLATE,LINE,NSW_EA_132,NEMMCO,MVA,LDSH,EA_SUM_N,-0.1,0.1
TEMPLATE,LINE,NSW_EA_132,NEMMCO,MVA,LDSH,EA_SUM_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,NORM,N_SUM_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,NORM,N_SUM_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,NORM,N_AUT/SPR_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,NORM,N_AUT/SPR_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,NORM,N_WIN_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,NORM,N_WIN_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,EMER,N_SUM_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,EMER,N_SUM_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,EMER,N_AUT/SPR_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,EMER,N_AUT/SPR_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,EMER,N_WIN_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,EMER,N_WIN_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,LDSH,N_SUM_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,LDSH,N_SUM_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,LDSH,N_AUT/SPR_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,LDSH,N_AUT/SPR_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,LDSH,N_WIN_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_132,NEMMCO,MVA,LDSH,N_WIN_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,NORM,N_SUM_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,NORM,N_SUM_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,NORM,N_AUT/SPR_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,NORM,N_AUT/SPR_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,NORM,N_WIN_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,NORM,N_WIN_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,EMER,N_SUM_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,EMER,N_SUM_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,EMER,N_AUT/SPR_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,EMER,N_AUT/SPR_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,EMER,N_WIN_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,EMER,N_WIN_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,LDSH,N_SUM_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,LDSH,N_SUM_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,LDSH,N_AUT/SPR_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,LDSH,N_AUT/SPR_N,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,LDSH,N_WIN_D,-0.1,0.1
TEMPLATE,LINE,NSW_STAT_1_330,NEMMCO,MVA,LDSH,N_WIN_N,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_132,NEMMCO,MVA,NORM,QLDSUM_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_132,NEMMCO,MVA,NORM,QLDAUT_SPR_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_132,NEMMCO,MVA,NORM,QLDWIN_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_132,NEMMCO,MVA,EMER,QLDSUM_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_132,NEMMCO,MVA,EMER,QLDAUT_SPR_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_132,NEMMCO,MVA,EMER,QLDWIN_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_132,NEMMCO,MVA,LDSH,QLDSUM_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_132,NEMMCO,MVA,LDSH,QLDAUT_SPR_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_132,NEMMCO,MVA,LDSH,QLDWIN_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_275,NEMMCO,MVA,NORM,QLDSUM_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_275,NEMMCO,MVA,NORM,QLDAUT_SPR_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_275,NEMMCO,MVA,NORM,QLDWIN_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_275,NEMMCO,MVA,EMER,QLDSUM_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_275,NEMMCO,MVA,EMER,QLDAUT_SPR_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_275,NEMMCO,MVA,EMER,QLDWIN_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_275,NEMMCO,MVA,LDSH,QLDSUM_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_275,NEMMCO,MVA,LDSH,QLDAUT_SPR_D,-0.1,0.1
TEMPLATE,LINE,QLD_DYN_275,NEMMCO,MVA,LDSH,QLDWIN_D,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_132,NEMMCO,MVA,NORM,QLDSUM,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_132,NEMMCO,MVA,NORM,QLDAUT/SPR,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_132,NEMMCO,MVA,NORM,QLDWIN,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_132,NEMMCO,MVA,EMER,QLDSUM,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_132,NEMMCO,MVA,EMER,QLDAUT/SPR,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_132,NEMMCO,MVA,EMER,QLDWIN,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_132,NEMMCO,MVA,LDSH,QLDSUM,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_132,NEMMCO,MVA,LDSH,QLDAUT/SPR,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_132,NEMMCO,MVA,LDSH,QLDWIN,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_275,NEMMCO,MVA,NORM,QLDSUM,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_275,NEMMCO,MVA,NORM,QLDAUT/SPR,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_275,NEMMCO,MVA,NORM,QLDWIN,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_275,NEMMCO,MVA,EMER,QLDSUM,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_275,NEMMCO,MVA,EMER,QLDAUT/SPR,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_275,NEMMCO,MVA,EMER,QLDWIN,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_275,NEMMCO,MVA,LDSH,QLDSUM,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_275,NEMMCO,MVA,LDSH,QLDAUT/SPR,-0.1,0.1
TEMPLATE,LINE,QLD_STATIC_275,NEMMCO,MVA,LDSH,QLDWIN,-0.1,0.1
TEMPLATE,LINE,SA_DYN_132,NEMMCO,MVA,NORM,SASUM_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_132,NEMMCO,MVA,NORM,SAAUT_SPR_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_132,NEMMCO,MVA,NORM,SAWIN_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_132,NEMMCO,MVA,EMER,SASUM_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_132,NEMMCO,MVA,EMER,SAAUT_SPR_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_132,NEMMCO,MVA,EMER,SAWIN_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_132,NEMMCO,MVA,LDSH,SASUM_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_132,NEMMCO,MVA,LDSH,SAAUT_SPR_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_132,NEMMCO,MVA,LDSH,SAWIN_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_275,NEMMCO,MVA,NORM,SASUM_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_275,NEMMCO,MVA,NORM,SAAUT_SPR_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_275,NEMMCO,MVA,NORM,SAWIN_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_275,NEMMCO,MVA,EMER,SASUM_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_275,NEMMCO,MVA,EMER,SAAUT_SPR_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_275,NEMMCO,MVA,EMER,SAWIN_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_275,NEMMCO,MVA,LDSH,SASUM_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_275,NEMMCO,MVA,LDSH,SAAUT_SPR_D,-0.1,0.1
TEMPLATE,LINE,SA_DYN_275,NEMMCO,MVA,LDSH,SAWIN_D,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_132,NEMMCO,MVA,NORM,SASUM,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_132,NEMMCO,MVA,NORM,SAAUT/SPR,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_132,NEMMCO,MVA,NORM,SAWIN,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_132,NEMMCO,MVA,EMER,SASUM,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_132,NEMMCO,MVA,EMER,SAAUT/SPR,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_132,NEMMCO,MVA,EMER,SAWIN,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_132,NEMMCO,MVA,LDSH,SASUM,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_132,NEMMCO,MVA,LDSH,SAAUT/SPR,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_132,NEMMCO,MVA,LDSH,SAWIN,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_275,NEMMCO,MVA,NORM,SASUM,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_275,NEMMCO,MVA,NORM,SAAUT/SPR,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_275,NEMMCO,MVA,NORM,SAWIN,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_275,NEMMCO,MVA,EMER,SASUM,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_275,NEMMCO,MVA,EMER,SAAUT/SPR,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_275,NEMMCO,MVA,EMER,SAWIN,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_275,NEMMCO,MVA,LDSH,SASUM,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_275,NEMMCO,MVA,LDSH,SAAUT/SPR,-0.1,0.1
TEMPLATE,LINE,SA_STATIC_275,NEMMCO,MVA,LDSH,SAWIN,-0.1,0.1
TEMPLATE,TF,SA_STATIC_132,NEMMCO,MVA,NORM,SASUM,-0.1,0.1
TEMPLATE,TF,SA_STATIC_132,NEMMCO,MVA,NORM,SAAUT/SPR,-0.1,0.1
TEMPLATE,TF,SA_STATIC_132,NEMMCO,MVA,NORM,SAWIN,-0.1,0.1
TEMPLATE,TF,SA_STATIC_132,NEMMCO,MVA,EMER,SASUM,-0.1,0.1
TEMPLATE,TF,SA_STATIC_132,NEMMCO,MVA,EMER,SAAUT/SPR,-0.1,0.1
TEMPLATE,TF,SA_STATIC_132,NEMMCO,MVA,EMER,SAWIN,-0.1,0.1
TEMPLATE,TF,SA_STATIC_132,NEMMCO,MVA,LDSH,SASUM,-0.1,0.1
TEMPLATE,TF,SA_STATIC_132,NEMMCO,MVA,LDSH,SAAUT/SPR,-0.1,0.1
TEMPLATE,TF,SA_STATIC_132,NEMMCO,MVA,LDSH,SAWIN,-0.1,0.1
TEMPLATE,TF,SA_STATIC_275,NEMMCO,MVA,NORM,SASUM,-0.1,0.1
TEMPLATE,TF,SA_STATIC_275,NEMMCO,MVA,NORM,SAAUT/SPR,-0.1,0.1
TEMPLATE,TF,SA_STATIC_275,NEMMCO,MVA,NORM,SAWIN,-0.1,0.1
TEMPLATE,TF,SA_STATIC_275,NEMMCO,MVA,EMER,SASUM,-0.1,0.1
TEMPLATE,TF,SA_STATIC_275,NEMMCO,MVA,EMER,SAAUT/SPR,-0.1,0.1
TEMPLATE,TF,SA_STATIC_275,NEMMCO,MVA,EMER,SAWIN,-0.1,0.1
TEMPLATE,TF,SA_STATIC_275,NEMMCO,MVA,LDSH,SASUM,-0.1,0.1
TEMPLATE,TF,SA_STATIC_275,NEMMCO,MVA,LDSH,SAAUT/SPR,-0.1,0.1
TEMPLATE,TF,SA_STATIC_275,NEMMCO,MVA,LDSH,SAWIN,-0.1,0.1
TEMPLATE,TRANS,NSW_STATIC_132,NEMMCO,MVA,NORM,NSWSUM,-0.1,0.1
TEMPLATE,TRANS,NSW_STATIC_132,NEMMCO,MVA,NORM,NSWWIN,-0.1,0.1
TEMPLATE,TRANS,NSW_STATIC_132,NEMMCO,MVA,EMER,NSWSUM,-0.1,0.1
TEMPLATE,TRANS,NSW_STATIC_132,NEMMCO,MVA,EMER,NSWWIN,-0.1,0.1
TEMPLATE,TRANS,NSW_STATIC_132,NEMMCO,MVA,LDSH,NSWSUM,-0.1,0.1
TEMPLATE,TRANS,NSW_STATIC_132,NEMMCO,MVA,LDSH,NSWWIN,-0.1,0.1
TEMPLATE,TRANS,NSW_STATIC_330,NEMMCO,MVA,NORM,NSWSUM,-0.1,0.1
TEMPLATE,TRANS,NSW_STATIC_330,NEMMCO,MVA,NORM,NSWWIN,-0.1,0.1
TEMPLATE,TRANS,NSW_STATIC_330,NEMMCO,MVA,EMER,NSWSUM,-0.1,0.1
TEMPLATE,TRANS,NSW_STATIC_330,NEMMCO,MVA,EMER,NSWWIN,-0.1,0.1
TEMPLATE,TRANS,NSW_STATIC_330,NEMMCO,MVA,LDSH,NSWSUM,-0.1,0.1
TEMPLATE,TRANS,NSW_STATIC_330,NEMMCO,MVA,LDSH,NSWWIN,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_132,NEMMCO,MVA,NORM,QLDSUM,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_132,NEMMCO,MVA,NORM,QLDAUT/SPR,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_132,NEMMCO,MVA,NORM,QLDWIN,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_132,NEMMCO,MVA,EMER,QLDSUM,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_132,NEMMCO,MVA,EMER,QLDAUT/SPR,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_132,NEMMCO,MVA,EMER,QLDWIN,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_132,NEMMCO,MVA,LDSH,QLDSUM,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_132,NEMMCO,MVA,LDSH,QLDAUT/SPR,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_132,NEMMCO,MVA,LDSH,QLDWIN,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_275,NEMMCO,MVA,NORM,QLDSUM,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_275,NEMMCO,MVA,NORM,QLDAUT/SPR,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_275,NEMMCO,MVA,NORM,QLDWIN,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_275,NEMMCO,MVA,EMER,QLDSUM,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_275,NEMMCO,MVA,EMER,QLDAUT/SPR,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_275,NEMMCO,MVA,EMER,QLDWIN,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_275,NEMMCO,MVA,LDSH,QLDSUM,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_275,NEMMCO,MVA,LDSH,QLDAUT/SPR,-0.1,0.1
TEMPLATE,TRANS,QLD_STATIC_275,NEMMCO,MVA,LDSH,QLDWIN,-0.1,0.1
TEMPLATE,TRANS,VIC_STATIC_220,NEMMCO,MVA,NORM,VICSUM,-0.1,0.1
TEMPLATE,TRANS,VIC_STATIC_220,NEMMCO,MVA,NORM,VICWIN,-0.1,0.1
TEMPLATE,TRANS,VIC_STATIC_220,NEMMCO,MVA,EMER,VICSUM,-0.1,0.1
TEMPLATE,TRANS,VIC_STATIC_220,NEMMCO,MVA,EMER,VICWIN,-0.1,0.1
TEMPLATE,TRANS,VIC_STATIC_220,NEMMCO,MVA,LDSH,VICSUM,-0.1,0.1
TEMPLATE,TRANS,VIC_STATIC_220,NEMMCO,MVA,LDSH,VICWIN,-0.1,0.1
TEMPLATE,TRANS,VIC_STATIC_66,NEMMCO,MVA,NORM,VICSUM,-0.1,0.1
TEMPLATE,TRANS,VIC_STATIC_66,NEMMCO,MVA,NORM,VICWIN,-0.1,0.1
TEMPLATE,TRANS,VIC_STATIC_66,NEMMCO,MVA,EMER,VICSUM,-0.1,0.1
TEMPLATE,TRANS,VIC_STATIC_66,NEMMCO,MVA,EMER,VICWIN,-0.1,0.1
TEMPLATE,TRANS,VIC_STATIC_66,NEMMCO,MVA,LDSH,VICSUM,-0.1,0.1
TEMPLATE,TRANS,VIC_STATIC_66,NEMMCO,MVA,LDSH,VICWIN,-0.1,0.1
COOR_S,LINE,TABCOO_1,SA,MVA,NORM,SASUM,-591,591
COOR_S,LINE,TABCOO_1,SA,MVA,NORM,SAAUT/SPR,-613,613
COOR_S,LINE,TABCOO_1,SA,MVA,NORM,SAWIN,-675,675
COOR_S,LINE,TABCOO_1,SA,MVA,EMER,SASUM,-591,591
COOR_S,LINE,TABCOO_1,SA,MVA,EMER,SAAUT/SPR,-613,613
COOR_S,LINE,TABCOO_1,SA,MVA,EMER,SAWIN,-675,675
COOR_S,LINE,TABCOO_1,SA,MVA,LDSH,SASUM,-591,591
COOR_S,LINE,TABCOO_1,SA,MVA,LDSH,SAAUT/SPR,-613,613
COOR_S,LINE,TABCOO_1,SA,MVA,LDSH,SAWIN,-675,675
COOR_S,TF,T_1,SA,MVA,NORM,SASUM,-125,125
COOR_S,TF,T_1,SA,MVA,NORM,SAAUT/SPR,-125,125
COOR_S,TF,T_1,SA,MVA,NORM,SAWIN,-125,125
COOR_S,TF,T_1,SA,MVA,EMER,SASUM,-125,125
COOR_S,TF,T_1,SA,MVA,EMER,SAAUT/SPR,-125,125
COOR_S,TF,T_1,SA,MVA,EMER,SAWIN,-125,125
COOR_S,TF,T_1,SA,MVA,LDSH,SASUM,-125,125
COOR_S,TF,T_1,SA,MVA,LDSH,SAAUT/SPR,-125,125
COOR_S,TF,T_1,SA,MVA,LDSH,SAWIN,-125,125
COOR_S,TF,T_2,SA,MVA,NORM,SASUM,-125,125
COOR_S,TF,T_2,SA,MVA,NORM,SAAUT/SPR,-125,125
COOR_S,TF,T_2,SA,MVA,NORM,SAWIN,-125,125
COOR_S,TF,T_2,SA,MVA,EMER,SASUM,-125,125
COOR_S,TF,T_2,SA,MVA,EMER,SAAUT/SPR,-125,125
COOR_S,TF,T_2,SA,MVA,EMER,SAWIN,-125,125
COOR_S,TF,T_2,SA,MVA,LDSH,SASUM,-125,125
COOR_S,TF,T_2,SA,MVA,LDSH,SAAUT/SPR,-125,125
COOR_S,TF,T_2,SA,MVA,LDSH,SAWIN,-125,125
ALXANDRI,LINE,90T/2,NSW,MVA,NORM,EA_SUM_C,-280,280
ALXANDRI,LINE,90T/2,NSW,MVA,NORM,EA_WIN_C,-290,290
ALXANDRI,LINE,90T/2,NSW,MVA,EMER,EA_SUM_C,-280,280
ALXANDRI,LINE,90T/2,NSW,MVA,EMER,EA_WIN_C,-290,290
ALXANDRI,LINE,90T/2,NSW,MVA,LDSH,EA_SUM_C,-280,280
ALXANDRI,LINE,90T/2,NSW,MVA,LDSH,EA_WIN_C,-290,290
ALXANDRI,LINE,9RF,NSW,MVA,NORM,SINGLE,-329,329
ALXANDRI,LINE,9RF,NSW,MVA,EMER,SINGLE,-343,343
ALXANDRI,LINE,9RF,NSW,MVA,LDSH,SINGLE,-343,343
SAPWF,LINE,8E,NSW,MVA,NORM,N_SUM_D,-1280,1280
SAPWF,LINE,8E,NSW,MVA,NORM,N_SUM_N,-1372,1372
SAPWF,LINE,8E,NSW,MVA,NORM,N_AUT/SPR_D,-1360,1360
SAPWF,LINE,8E,NSW,MVA,NORM,N_AUT/SPR_N,-1372,1372
SAPWF,LINE,8E,NSW,MVA,NORM,N_WIN_D,-1372,1372
SAPWF,LINE,8E,NSW,MVA,NORM,N_WIN_N,-1372,1372
SAPWF,LINE,8E,NSW,MVA,EMER,N_SUM_D,-1280,1280
SAPWF,LINE,8E,NSW,MVA,EMER,N_SUM_N,-1372,1372
SAPWF,LINE,8E,NSW,MVA,EMER,N_AUT/SPR_D,-1372,1372
SAPWF,LINE,8E,NSW,MVA,EMER,N_AUT/SPR_N,-1372,1372
SAPWF,LINE,8E,NSW,MVA,EMER,N_WIN_D,-1372,1372
SAPWF,LINE,8E,NSW,MVA,EMER,N_WIN_N,-1372,1372
SAPWF,LINE,8E,NSW,MVA,LDSH,N_SUM_D,-1280,1280
SAPWF,LINE,8E,NSW,MVA,LDSH,N_SUM_N,-1372,1372
SAPWF,LINE,8E,NSW,MVA,LDSH,N_AUT/SPR_D,-1372,1372
SAPWF,LINE,8E,NSW,MVA,LDSH,N_AUT/SPR_N,-1372,1372
SAPWF,LINE,8E,NSW,MVA,LDSH,N_WIN_D,-1372,1372
SAPWF,LINE,8E,NSW,MVA,LDSH,N_WIN_N,-1372,1372
SAPWF,LINE,8J,NSW,MVA,NORM,N_SUM_D,-1280,1280
SAPWF,LINE,8J,NSW,MVA,NORM,N_SUM_N,-1372,1372
SAPWF,LINE,8J,NSW,MVA,NORM,N_AUT/SPR_D,-1360,1360
SAPWF,LINE,8J,NSW,MVA,NORM,N_AUT/SPR_N,-1372,1372
SAPWF,LINE,8J,NSW,MVA,NORM,N_WIN_D,-1372,1372
SAPWF,LINE,8J,NSW,MVA,NORM,N_WIN_N,-1372,1372
SAPWF,LINE,8J,NSW,MVA,EMER,N_SUM_D,-1280,1280
SAPWF,LINE,8J,NSW,MVA,EMER,N_SUM_N,-1372,1372
SAPWF,LINE,8J,NSW,MVA,EMER,N_AUT/SPR_D,-1372,1372
SAPWF,LINE,8J,NSW,MVA,EMER,N_AUT/SPR_N,-1372,1372
SAPWF,LINE,8J,NSW,MVA,EMER,N_WIN_D,-1372,1372
SAPWF,LINE,8J,NSW,MVA,EMER,N_WIN_N,-1372,1372
SAPWF,LINE,8J,NSW,MVA,LDSH,N_SUM_D,-1280,1280
SAPWF,LINE,8J,NSW,MVA,LDSH,N_SUM_N,-1372,1372
SAPWF,LINE,8J,NSW,MVA,LDSH,N_AUT/SPR_D,-1372,1372
SAPWF,LINE,8J,NSW,MVA,LDSH,N_AUT/SPR_N,-1372,1372
SAPWF,LINE,8J,NSW,MVA,LDSH,N_WIN_D,-1372,1372
SAPWF,LINE,8J,NSW,MVA,LDSH,N_WIN_N,-1372,1372
SAPWF,LINE,SAPWF_33_1,NSW,MVA,NORM,SINGLE,-180,180
SAPWF,LINE,SAPWF_33_1,NSW,MVA,EMER,SINGLE,-180,180
SAPWF,LINE,SAPWF_33_1,NSW,MVA,LDSH,SINGLE,-180,180
SAPWF,LINE,SAPWF_33_2,NSW,MVA,NORM,SINGLE,-180,180
SAPWF,LINE,SAPWF_33_2,NSW,MVA,EMER,SINGLE,-180,180
SAPWF,LINE,SAPWF_33_2,NSW,MVA,LDSH,SINGLE,-180,180
SAPWF,LINE,SAPWF_33_3,NSW,MVA,NORM,SINGLE,-180,180
SAPWF,LINE,SAPWF_33_3,NSW,MVA,EMER,SINGLE,-180,180
SAPWF,LINE,SAPWF_33_3,NSW,MVA,LDSH,SINGLE,-180,180
SAPWF,TX,1H,NSW,MVA,NORM,NSWSUM,-190,190
SAPWF,TX,1H,NSW,MVA,NORM,NSWWIN,-190,190
SAPWF,TX,1H,NSW,MVA,EMER,NSWSUM,-190,190
SAPWF,TX,1H,NSW,MVA,EMER,NSWWIN,-190,190
SAPWF,TX,1H,NSW,MVA,LDSH,NSWSUM,-229,229
SAPWF,TX,1H,NSW,MVA,LDSH,NSWWIN,-229,229
SAPWF,TX,2H,NSW,MVA,NORM,NSWSUM,-137,137
SAPWF,TX,2H,NSW,MVA,NORM,NSWWIN,-137,137
SAPWF,TX,2H,NSW,MVA,EMER,NSWSUM,-137,137
SAPWF,TX,2H,NSW,MVA,EMER,NSWWIN,-137,137
SAPWF,TX,2H,NSW,MVA,LDSH,NSWSUM,-137,137
SAPWF,TX,2H,NSW,MVA,LDSH,NSWWIN,-137,137
SILVERWF,LINE,X6,NSW,MVA,NORM,SINGLE,-229,229
SILVERWF,LINE,X6,NSW,MVA,EMER,SINGLE,-229,229
SILVERWF,LINE,X6,NSW,MVA,LDSH,SINGLE,-229,229
CORR_H,LINE,COHCUL_1,SA,MVA,NORM,SASUM,-457,457
CORR_H,LINE,COHCUL_1,SA,MVA,NORM,SAAUT/SPR,-457,457
CORR_H,LINE,COHCUL_1,SA,MVA,NORM,SAWIN,-457,457
