2020/09/01 04:25:00
Item,Our Objective,AEMO Objective,Our Violation,AEMO Violation
Value,-13681039.652267791,-323645679.585,26418.102664952105,0.0
Interconnector,Inter-flow,AEMO,Losses,AEMO
N-Q-MNSP1,-81.00000000000004,-73.0,2.9741984999999973,2.01557
NSW1-QLD1,-581.4098598514395,-537.15372,32.81156272777516,27.84266
VIC1-NSW1,336.9813349311356,198.27434,4.197622931580498,-0.84741
T-V-MNSP1,205.96036476378427,126.25037,3.6036352362156947,1.16526
V-SA,-345.82011974138396,-295.05327,21.305537269676197,15.6326
V-S-MNSP1,-27.0,-18.0,2.7457555499999993,1.64454
REGIONSUM,Region ID,Total Demand,*Dispatchable Generation*,AEMO Gen Record,*Dispatchable Load*,AEMO Load Record,Net Interconnector Targets (into),AEMO Inter-flow,RAISEREG,AEMO RAISEREG,RAISE6SEC,AEMO RAISE6SEC,RAISE60SEC,AEMO RAISE60SEC,RAISE5MIN,AEMO RAISE5MIN,LOWERREG,AEMO LOWERREG,LOWER6SEC,AEMO LOWER6SEC,LOWER60SEC,AEMO LOWER60SEC,LOWER5MIN,AEMO LOWER5MIN
REGIONSUM,NSW1,6523.46,5542.081990000001,5727.47,0.0,0.0,999.3911947825751,808.42806,103.0,103.0,150.93933476378433,128.32,122.47741000000002,125.93,38.0,38.0,37.0,36.0,72.0,72.0,82.0,92.0,62.0,75.44
REGIONSUM,QLD1,5043.52,5726.179033826272,5670.6,0.0,0.0,-662.4098598514395,-610.15372,45.0,77.33,70.0,70.0,52.0,69.14,31.0,31.0,35.0,67.0,0.0,15.0,0.0,15.0,0.0,0.0
REGIONSUM,SA1,1237.44,1616.5409134299998,1595.0,0.0,40.0,-372.82011974138396,-313.05327,50.0,5.0,110.0,100.0,112.0,83.27,73.0,80.24,67.0,18.0,129.0,97.73,89.72875523621573,75.0,69.0,65.0
REGIONSUM,TAS1,1096.66,1306.224,1224.08,0.0,0.0,-205.96036476378427,-126.25037,7.333333333333332,20.0,73.53807523621569,121.15,103.0,116.13,132.77585999999997,125.53,31.0,40.0,0.0,29.44,109.14866476378424,29.44,47.175869999999975,32.74
REGIONSUM,VIC1,4337.76,4138.27886882,4128.95,15.0,15.0,233.9726557130088,236.23178594,14.666666666666668,14.67,93.0,78.0,108.0,103.0,106.0,106.0,40.0,49.0,78.16653000000002,65.0,84.0,153.44,80.0,85.0
PRICE,Region ID,Price,AEMO Regional Reference Price,AEMO ROP,RAISEREG,AEMO RAISEREG,RAISE6SEC,AEMO RAISE6SEC,RAISE60SEC,AEMO RAISE60SEC,RAISE5MIN,AEMO RAISE5MIN,LOWERREG,AEMO LOWERREG,LOWER6SEC,AEMO LOWER6SEC,LOWER60SEC,AEMO LOWER60SEC,LOWER5MIN,AEMO LOWER5MIN
PRICE,NSW1,36.06401324379779,41.65338,41.65338,,5.73,,1.1,,2.0,,0.95,,8.99,,3.95,,4.49,,1.0
PRICE,QLD1,31.951754385964907,37.44,37.44,,5.73,,1.1,,2.0,,0.95,,8.99,,3.95,,4.49,,1.0
PRICE,SA1,30.152730751064997,36.53624,36.53624,,5.73,,1.1,,2.0,,0.95,,8.99,,3.95,,4.49,,1.0
PRICE,TAS1,32.39119389125704,172.69651,172.69651,,5.73,,130.25608,,2.0,,0.95,,8.17,,1.1,,0.18,,0.18
PRICE,VIC1,34.30486630393868,40.88015,40.88015,,5.73,,1.1,,2.0,,0.95,,8.99,,3.95,,4.49,,1.0
