Battery Size(MWh),Max Capacity (MW),Type,Price Taker Bid (MW),NSW1,QLD1,SA1,TAS1,VIC1
0,0,,0,38.38961038961039,34.750969659227735,34.09947382978928,47.00232471087987,37.90546118023603
12,30,,0
65,50,,0
129,100,,0
429,200,,0
1000,500,,0
2800,700,LOAD,700.0,57.995352767215884,51.45346004145922,68.77744851522425,70.3934140361111,63.456253410722965
4000,1000,LOAD,1000.0,202.85009806834847,179.60267424302762,268.58022628534553,209.67112712300565,228.1924533798643
