2020/09/02 21:30:00
Item,Our Objective,AEMO Objective,Our Violation,AEMO Violation
Value,9030442554.52913,1119416845.877,9044437698.625008,358.6
Interconnector,Inter-flow,AEMO,Losses,AEMO
N-Q-MNSP1,-81.00000000000004,-65.0,2.9741984999999973,1.20266
NSW1-QLD1,-678.725438040216,-475.14469,34.93264652039814,13.78024
VIC1-NSW1,-77.84503470567836,-193.34792,2.899576357231772,9.44926
T-V-MNSP1,391.29165649857623,427.36517,14.380343501423908,17.30854
V-SA,305.9628333067192,305.96005,16.228782000843488,16.20798
V-S-MNSP1,80.99999999999999,81.0,1.804999949999999,1.805
REGIONSUM,Region ID,Total Demand,*Dispatchable Generation*,AEMO Gen Record,*Dispatchable Load*,AEMO Load Record,Net Interconnector Targets (into),AEMO Inter-flow,RAISEREG,AEMO RAISEREG,RAISE6SEC,AEMO RAISE6SEC,RAISE60SEC,AEMO RAISE60SEC,RAISE5MIN,AEMO RAISE5MIN,LOWERREG,AEMO LOWERREG,LOWER6SEC,AEMO LOWER6SEC,LOWER60SEC,AEMO LOWER60SEC,LOWER5MIN,AEMO LOWER5MIN
REGIONSUM,NSW1,8364.84,7701.119000000001,8030.12,0.0,0.0,681.8804033345376,346.7967700000001,14.0,44.0,151.57967649857625,142.0,111.57967649857625,130.0,127.97806649857625,172.0,39.0,64.0,38.0,49.3,73.0,90.0,43.0,40.0
REGIONSUM,QLD1,6335.75,7116.933629776843,6884.38,0.0,0.0,-759.725438040216,-540.1446900000001,59.0,70.0,41.0,124.65,57.0,103.11,33.0,33.0,20.0,20.0,0.0,0.0,5.0,5.0,0.0,0.0
REGIONSUM,SA1,1495.22,1112.9640000000002,1112.96,0.0,0.0,386.9628333067192,386.96005,55.0,40.0,151.0,121.0,128.0,103.55,85.0,70.0,48.0,43.0,104.0,68.0,77.0,46.0,62.0,50.0
REGIONSUM,TAS1,1133.84,1539.512,1578.51,0.0,0.0,-391.29165649857623,-427.36517,30.0,30.0,41.354813501423735,5.28,41.354813501423735,5.28,53.306823501423764,17.23,45.0,20.0,43.2225,23.93,72.93448999999998,54.93,50.0,50.0
REGIONSUM,VIC1,5346.58,5293.790999999999,5146.26,0.0,0.0,67.30477495058949,217.51316353999994,62.0,36.0,142.0,134.0,189.0,185.0,125.0,132.05,58.0,63.0,69.0,113.0,134.0,166.0,114.28489000000002,129.28
PRICE,Region ID,Price,AEMO Regional Reference Price,AEMO ROP,RAISEREG,AEMO RAISEREG,RAISE6SEC,AEMO RAISE6SEC,RAISE60SEC,AEMO RAISE60SEC,RAISE5MIN,AEMO RAISE5MIN,LOWERREG,AEMO LOWERREG,LOWER6SEC,AEMO LOWER6SEC,LOWER60SEC,AEMO LOWER60SEC,LOWER5MIN,AEMO LOWER5MIN
PRICE,NSW1,50.963491538755626,48.7503,,10.97780886740047,11.3603,5.2,13.73,5.1,7.71,0.99,1.49,8.99,8.99,0.03,0.14,0.18,0.44,0.42,0.4
PRICE,QLD1,44.8513527414875,44.85,,10.97780886740047,11.3603,5.2,13.73,5.1,7.71,0.99,1.49,8.99,8.99,0.03,0.14,0.18,0.44,0.42,0.4
PRICE,SA1,59.23549377830497,58.29728,,10.97780886740047,11.3603,5.2,13.73,5.1,7.71,0.99,1.49,8.99,8.99,0.03,0.14,0.18,0.44,0.42,0.4
PRICE,TAS1,42.96853754578536,28.00402,,10.88780886740047,10.7703,4.98,1.45,0.61,0.61,0.9,0.9,8.99,8.99,0.03,0.14,0.18,0.44,0.42,0.4
PRICE,VIC1,53.161966667315724,52.32181,,10.97780886740047,11.3603,5.2,13.73,5.1,7.71,0.99,1.49,8.99,8.99,0.03,0.14,0.18,0.44,0.42,0.4
