I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 03:50:00,NSW1,33.607301939267046,33.23192,33.23192
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 03:50:00,QLD1,29.50639048038784,29.6201,29.6201
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 03:50:00,SA1,27.101244566911866,-39.0,-39.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 03:50:00,TAS1,40.32241070487831,40.41,40.41
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 03:50:00,VIC1,28.25400004774013,0.0,0.0
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 03:55:00,NSW1,32.50481891041899,32.98773,32.98773
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 03:55:00,QLD1,28.96223958945319,29.6201,29.6201
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 03:55:00,SA1,8.765394975319454,-37.0,-37.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 03:55:00,TAS1,40.32241070487831,40.32,40.32
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 03:55:00,VIC1,9.190573770491804,0.0,0.0
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:00:00,NSW1,32.86803847299842,32.98355,32.98355
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:00:00,QLD1,29.50639048038784,29.6201,29.6201
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:00:00,SA1,8.468820930762476,-39.0,-39.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:00:00,TAS1,40.32241070487831,40.32,40.32
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:00:00,VIC1,9.184207770447166,0.0,0.0
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:05:00,NSW1,32.50481891041899,30.35332,30.35332
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:05:00,QLD1,29.367669814631142,27.46009,27.46009
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:05:00,SA1,0.0,-39.0,-39.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:05:00,TAS1,40.28026551469813,40.28,40.28
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:05:00,VIC1,0.0,0.0,0.0
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:10:00,NSW1,32.50481891041899,31.39403,31.39403
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:10:00,QLD1,29.409297036313227,28.83009,28.83009
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:10:00,SA1,0.0,-51.0,-51.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:10:00,TAS1,40.28026551469813,40.28,40.28
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:10:00,VIC1,0.0,0.0,0.0
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:15:00,NSW1,32.50481891041899,29.69067,29.69067
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:15:00,QLD1,29.40960210683677,27.46009,27.46009
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:15:00,SA1,8.325856069257558,-39.0,-39.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:15:00,TAS1,40.28026551469813,40.28,40.28
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:15:00,VIC1,9.184207770447166,0.0,0.0
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:20:00,NSW1,27.995240708121152,27.38929,27.38929
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:20:00,QLD1,25.70723176627919,25.71,25.71
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:20:00,SA1,8.518489852571937,-39.0,-39.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:20:00,TAS1,40.28026551469813,40.28,40.28
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:20:00,VIC1,9.184207770447166,0.0,0.0
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:25:00,NSW1,33.701060126123025,31.78161,31.78161
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:25:00,QLD1,30.726978998384492,29.6201,29.6201
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:25:00,SA1,0.0,-39.0,-39.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:25:00,TAS1,40.28026551469813,40.28,40.28
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:25:00,VIC1,0.0,0.0,0.0
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:30:00,NSW1,32.50481891041899,32.02432,32.02432
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:30:00,QLD1,29.638286429539562,29.6201,29.6201
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:30:00,SA1,0.0,-39.52,-39.52
D,P5MIN,REGIONSOLUTION,,,0,2020/09/02 04:30:00,TAS1,40.28026551469813,40.30685,40.30685
