I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 17:50:00,NSW1,62.36950889997012,102.82024,102.82024
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 17:50:00,QLD1,66.95886229169726,99.57773,99.57773
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 17:50:00,SA1,48.72328511448244,79.75563,79.75563
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 17:50:00,TAS1,53.68764166045426,71.31291,71.31291
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 17:50:00,VIC1,60.470042364333274,98.98401,98.98401
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 17:55:00,NSW1,63.518083765876845,121.78959,121.78959
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 17:55:00,QLD1,65.51260802222235,118.33983,118.33983
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 17:55:00,SA1,41.998399679935986,42.0,42.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 17:55:00,TAS1,53.68764166045426,98.55037,98.55037
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 17:55:00,VIC1,60.470042364333274,116.22,116.22
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:00:00,NSW1,58.59247965063918,121.53431,121.53431
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:00:00,QLD1,61.37055737301987,118.63322,118.63322
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:00:00,SA1,41.998399679935986,42.0,42.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:00:00,TAS1,49.86579625928412,101.93,101.93
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:00:00,VIC1,55.926710829256145,116.2,116.2
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:05:00,NSW1,58.01427644386762,61.60964,61.60964
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:05:00,QLD1,55.831314338070044,59.66413,59.66413
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:05:00,SA1,41.60331555246955,42.0,42.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:05:00,TAS1,46.80952656341735,54.97106,54.97106
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:05:00,VIC1,55.40060136036131,60.47,60.47
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:10:00,NSW1,58.01427644386762,61.55473,61.55473
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:10:00,QLD1,55.855472329964755,64.01088,64.01088
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:10:00,SA1,40.87651914496031,42.0,42.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:10:00,TAS1,44.620782366653366,55.45735,55.45735
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:10:00,VIC1,54.43277085195434,60.47,60.47
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:15:00,NSW1,58.01427644386762,114.69939,114.69939
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:15:00,QLD1,56.28553268569879,111.93817,111.93817
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:15:00,SA1,40.442575347952335,40.44,40.44
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:15:00,TAS1,40.73447187667912,101.26649,101.26649
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:15:00,VIC1,54.992228380279215,111.54893,111.54893
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:20:00,NSW1,58.01427644386762,119.34247,119.34247
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:20:00,QLD1,55.86554564882666,115.57312,115.57312
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:20:00,SA1,40.442575347952335,40.44,40.44
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:20:00,TAS1,9.429111592632719,101.96,101.96
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:20:00,VIC1,55.600031216615704,116.22,116.22
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:25:00,NSW1,58.01427644386762,120.62716,120.62716
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:25:00,QLD1,55.869773630854304,117.70499,117.70499
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:25:00,SA1,40.442575347952335,42.0,42.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:25:00,TAS1,9.429111592632719,101.96,101.96
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:25:00,VIC1,55.160058614191264,116.24,116.24
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:30:00,NSW1,58.01427644386762,124.50493,124.50493
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:30:00,QLD1,56.28976298971826,121.48565,121.48565
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:30:00,SA1,40.442575347952335,42.0,42.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:30:00,TAS1,9.429111592632719,101.96,101.96
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:30:00,VIC1,55.22480997347436,120.0,120.0
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:35:00,NSW1,50.45919191902257,63.36033,63.36033
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:35:00,QLD1,49.73083548664944,62.79573,62.79573
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:35:00,SA1,39.6214961344734,42.0,42.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:35:00,TAS1,33.475636710339934,55.7446,55.7446
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:35:00,VIC1,46.71955187008079,60.47,60.47
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:40:00,NSW1,50.08536610395385,62.2884,62.2884
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:40:00,QLD1,49.725363489499195,61.22114,61.22114
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:40:00,SA1,39.63135855416563,42.0,42.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:40:00,TAS1,36.49963154434562,55.31125,55.31125
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:40:00,VIC1,45.96023710148808,60.0,60.0
I,P5MIN,REGIONSOLUTION,,RUN_DATETIME,INTERVENTION,RUNNO,REGIONID,Price,RRP Record,ROP Record
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:45:00,NSW1,39.1373550224082,58.01,58.01
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:45:00,QLD1,39.73074851911686,56.59087,56.59087
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:45:00,SA1,29.06834143795701,42.0,42.0
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:45:00,TAS1,27.046901228465998,52.14534,52.14534
D,P5MIN,REGIONSOLUTION,,,0,2020/09/01 18:45:00,VIC1,35.260273441447275,56.41984,56.41984
