C,NEMP.WORLD,DISPATCHSCADA,AEMO,PUBLIC,2019/04/29,16:25:08,0000000307295427,DISPATCHSCADA,0000000307295421
I,DISPATCH,UNIT_SCADA,1,SETTLEMENTDATE,DUID,SCADAVALUE
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",URANQ13,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",URANQ14,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",VP5,516.274960
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",VP6,549.825010
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",VPGS1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",VPGS2,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",VPGS3,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",VPGS4,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",VPGS5,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",VPGS6,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",W/HOE#1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",W/HOE#2,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",WATERLWF,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",WEMENSF1,62.40
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",WGWF1,7.70
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",WHITSF1,29.60
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",WKIEWA1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",WKIEWA2,0.10
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",WOODLWN1,4.635010
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",WRSF1,4.38
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",WRWF1,35.5575
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",YABULU,154.260010
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",YABULU2,77.625010
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",YARWUN_1,109.759990
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",YWPS1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",YWPS2,381.202550
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",YWPS3,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",YWPS4,360.799990
C,"END OF REPORT",327
