C,NEMP.WORLD,DISPATCHSCADA,AEMO,PUBLIC,2019/04/29,16:25:08,0000000307295427,DISPATCHSCADA,0000000307295421
I,DISPATCH,UNIT_SCADA,1,SETTLEMENTDATE,DUID,SCADAVALUE
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",MORTLK12,275
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",MP1,414.3750
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",MP2,416.075070
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",MPP_1,423.75
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",MPP_2,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",MSTUART1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",MSTUART2,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",MSTUART3,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",MTGELWF1,-0.357070
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",MURRAY,222.94
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",MUSSELR1,47.80
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",MUWAWF1,-0.13
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",NBHWF1,15.80
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",NPS,461.25
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",NYNGAN1,32.50
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",OAKEY1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",OAKEY1SF,9.01
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",OAKEY2,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",OAKLAND1,-0.30
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",OSB-AG,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",PARSF1,27
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",POAT110,87.1796
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",POAT220,87.822160
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",POR01,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",POR03,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",PPCCGT,482.941440
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",PTSTAN1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",PUMP1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",PUMP2,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",QPS1,19.90
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",QPS2,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",QPS3,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",QPS4,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",QPS5,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",REECE1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",REECE2,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",ROMA_7,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",ROMA_8,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RRSF1,36.559680
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_NSW1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_NSW2,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_NSW3,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_NSW4,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_NSW5,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_NSW6,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_QLD1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_SA1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_SA2,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_SA3,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_SA4,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_SA5,0
