Datetime,Generator RAISE5MIN,Load RAISE5MIN,Price RAISE5MIN,Generator LOWER5MIN,Load LOWER5MIN,Price LOWER5MIN,Generator RAISE6SEC,Load RAISE6SEC,Price RAISE6SEC,Generator LOWER6SEC,Load LOWER6SEC,Price LOWER6SEC,Generator RAISE60SEC,Load RAISE60SEC,Price RAISE60SEC,Generator LOWER60SEC,Load LOWER60SEC,Price LOWER60SEC,Generator (MW),Load (MW),E (MWh),SOC (%),Price ($/MWh)
2021-09-12 04:05:00,20.0,0.0,0.68,0.0,20.0,0.42,20.0,0.0,2.78,0.0,20.0,1.23,20.0,0.0,4.5,0.0,0.0,10.0,0.0,0.0,15.0,50.0,-8.050326986667532e-09
2021-09-12 04:10:00,0.0,0.0,0.75,0.0,20.0,0.42,0.0,0.0,2.0,0.0,20.0,1.23,0.0,0.0,3.69,0.0,20.0,8.68,0.0,0.0,15.0,50.0,16.128393440068766
2021-09-12 04:15:00,20.0,0.0,0.75,0.0,20.0,0.42,18.033938124999967,0.0,2.0,0.0,20.0,1.23,20.0,0.0,3.69,0.0,20.0,9.7,0.0,0.0,15.0,50.0,8.669999985714286
2021-09-12 04:20:00,20.0,0.0,0.68,0.0,20.0,0.42,20.0,0.0,1.5,0.0,20.0,1.23,20.0,0.0,2.5,0.0,20.0,5.0,0.0,0.0,15.0,50.0,-1.4285714285714284e-08
2021-09-12 04:25:00,20.0,0.0,0.68,0.0,20.0,0.42,20.0,0.0,1.48,0.0,20.0,1.23,20.0,0.0,2.29,0.0,0.0,5.910000000000005,0.0,0.0,15.0,50.0,-8.051860270459559e-09
2021-09-12 04:30:00,20.0,0.0,0.75,0.0,20.0,0.42,20.0,0.0,1.49,0.0,20.0,1.23,20.0,0.0,1.98,0.0,20.0,5.0,0.0,0.0,15.0,50.0,-8.053597812352632e-09
2021-09-12 04:35:00,20.0,0.0,0.75,0.0,20.0,0.42,20.0,0.0,1.4,0.0,20.0,1.23,20.0,0.0,1.6,0.0,0.0,9.9,0.0,0.0,15.0,50.0,0.0
2021-09-12 04:40:00,20.0,0.0,0.75,0.0,20.0,0.42,20.0,0.0,1.49,0.0,20.0,1.0,20.0,0.0,1.98,0.0,20.0,3.73,0.0,0.0,15.0,50.0,-8.054389356996952e-09
2021-09-12 04:45:00,20.0,0.0,0.75,0.0,0.0,0.42,20.0,0.0,1.4,0.0,0.0,1.23,20.0,0.0,1.73,0.0,0.0,5.0,0.0,0.0,15.0,50.0,23.618691436522123
2021-09-12 04:50:00,20.0,0.0,0.75,0.0,5.8186873207684755,0.2,20.0,0.0,1.4,0.0,20.0,1.0,20.0,0.0,1.6,0.0,20.0,3.61,0.0,0.0,15.0,50.0,27.87377327841874
2021-09-12 04:55:00,20.0,0.0,0.75,0.0,16.908941772982985,0.2,20.0,0.0,1.5,0.0,20.0,1.0,20.0,0.0,2.29,0.0,20.0,3.73,0.0,0.0,15.0,50.0,19.16126143005356
2021-09-12 05:00:00,20.0,0.0,0.75,0.0,20.0,0.42,0.0,0.0,1.5,0.0,20.0,1.0,0.0,0.0,2.29,0.0,20.0,3.61,0.0,0.0,15.0,50.0,32.4970062748582
2021-09-12 05:05:00,0.0,0.0,0.75,0.0,20.0,0.42,0.0,0.0,2.0,0.0,20.0,1.0,0.0,0.0,2.78,0.0,20.0,3.68,0.0,0.0,15.0,50.0,33.19824752372385
2021-09-12 05:10:00,0.0,0.0,0.75,0.0,20.0,0.42,0.0,0.0,2.0,0.0,20.0,1.0,0.0,0.0,3.69,0.0,20.0,5.0,0.0,0.0,15.0,50.0,27.92428491972715
2021-09-12 05:15:00,0.0,0.0,0.75,0.0,20.0,0.42,0.0,0.0,2.8349999999999973,0.0,20.0,1.0,0.0,0.0,5.74,0.0,20.0,3.61,0.0,0.0,15.0,50.0,11.695754452406812
2021-09-12 05:20:00,0.0,0.0,0.75,0.0,20.0,0.42,0.0,0.0,1.5,0.0,20.0,1.23,0.0,0.0,3.69,0.0,20.0,5.0,0.0,0.0,15.0,50.0,14.961216703259884
2021-09-12 05:25:00,0.0,0.0,0.75,0.0,20.0,0.42,0.0,0.0,1.5,0.0,20.0,1.23,0.0,0.0,2.3,0.0,20.0,3.61,0.0,0.0,15.0,50.0,21.687330888477277
