Datetime,Generator RAISE5MIN,Load RAISE5MIN,Price RAISE5MIN,Generator LOWER5MIN,Load LOWER5MIN,Price LOWER5MIN,Generator RAISE6SEC,Load RAISE6SEC,Price RAISE6SEC,Generator LOWER6SEC,Load LOWER6SEC,Price LOWER6SEC,Generator RAISE60SEC,Load RAISE60SEC,Price RAISE60SEC,Generator LOWER60SEC,Load LOWER60SEC,Price LOWER60SEC,Generator (MW),Load (MW),E (MWh),SOC (%),Price ($/MWh)
2021-09-12 04:05:00,241.22137999999995,0.0,-0.0,0.0,44.397857948717956,0.2,249.6,0.0,0.25,0.0,92.23706999999996,0.14,238.18847704980843,0.0,0.62,0.0,124.83968000000004,1.03,0.0,0.0,1500.0,50.0,-8.050326986667532e-09
2021-09-12 04:10:00,0.0,0.0,0.75,0.0,0.0,0.44,0.0,0.0,2.0,0.0,0.0,1.23,0.0,0.0,4.107083654550116,0.0,0.0,9.9,0.0,0.0,1500.0,50.0,14.000000014285714
2021-09-12 04:15:00,255.5999999999999,0.0,-0.0,0.0,0.0,0.42,249.04484663497783,0.0,0.03,0.0,0.0,1.23,38.3063284709018,0.0,2.6742857142857144,0.0,0.0,9.9,0.0,0.0,1500.0,50.0,8.694960127594426
2021-09-12 04:20:00,240.5999999999999,0.0,-0.0,0.0,0.0,0.42,0.0,0.0,1.73,0.0,0.0,1.23,19.134663763831156,0.0,2.6742857142857144,0.0,0.0,5.910000000000005,0.0,0.0,1500.0,50.0,-8.052363292628608e-09
2021-09-12 04:25:00,242.18,0.0,-0.0,0.0,38.6767244536357,0.2,192.91194190770514,0.0,0.03,0.0,90.94524999999999,0.14,193.13416412992737,0.0,0.62,0.0,102.97411,1.03,0.0,0.0,1500.0,50.0,-1.4285714285714284e-08
2021-09-12 04:30:00,250.52999999999997,0.0,-0.0,0.0,0.0,0.42,0.0,0.0,1.5,0.0,0.0,1.23,0.0,0.0,2.29,0.0,0.0,5.909999971568632,0.0,0.0,1500.0,50.0,-1.4285714285714284e-08
2021-09-12 04:35:00,256.6,0.0,-0.0,0.0,38.73725706435832,0.2,193.07638999999995,0.0,0.03,0.0,92.50497999999999,0.14,166.3536722222222,0.0,0.62,0.0,104.43052999999998,1.03,0.0,0.0,1500.0,50.0,0.0
2021-09-12 04:40:00,251.53999999999996,0.0,-0.0,0.0,0.0,0.42,193.10632,0.0,0.03,0.0,0.0,1.23,169.17615111111118,0.0,0.62,0.0,0.0,5.0,0.0,0.0,1500.0,50.0,-1.4285714285714284e-08
2021-09-12 04:45:00,256.6,0.0,-0.0,0.0,37.617947320768565,0.2,189.20301999999995,0.0,0.03,0.0,91.18064000000004,0.14,165.35119999999998,0.0,0.62,0.0,81.04113999999998,1.03,0.0,0.0,1500.0,50.0,22.094338450071014
2021-09-12 04:50:00,256.6,0.0,-0.0,0.0,20.818687320768476,0.2,186.09810481989666,0.0,0.03,0.0,91.84469999999999,0.14,156.6124484348192,0.0,0.62,0.0,101.0,1.03,0.0,0.0,1500.0,50.0,30.74890047900122
2021-09-12 04:55:00,256.6,0.0,-0.0,0.0,0.0,0.42,197.2682,0.0,0.03,0.0,0.0,1.23,178.4057102713414,0.0,0.62,0.0,0.0,5.0,0.0,0.0,1500.0,50.0,19.16126143005356
2021-09-12 05:00:00,241.5999999999999,0.0,-0.0,0.0,0.0,0.42,175.97072142857132,0.0,0.03,0.0,0.0,1.23,159.4064864531598,0.0,0.62,0.0,0.0,3.73,0.0,0.0,1500.0,50.0,33.15126804284247
2021-09-12 05:05:00,259.5999999999999,0.0,-0.0,0.0,0.0,0.44,228.31085190770526,0.0,0.03,0.0,0.0,1.23,194.06085190770526,0.0,0.62,0.0,0.0,5.0,0.0,0.0,1500.0,50.0,33.19824757724223
2021-09-12 05:10:00,0.0,0.0,0.75,0.0,0.0,0.44,0.0,0.0,2.0,0.0,0.0,1.23,0.0,0.0,3.69,0.0,0.0,5.0,0.0,0.0,1500.0,50.0,27.92428491972715
2021-09-12 05:15:00,0.0,0.0,0.75,0.0,0.0,0.44,0.0,0.0,2.8349999999999973,0.0,0.0,1.23,0.0,0.0,5.74,0.0,0.0,3.61,0.0,0.0,1500.0,50.0,11.695754424859448
2021-09-12 05:20:00,0.0,0.0,0.75,0.0,0.0,0.44,0.0,0.0,1.5,0.0,0.0,1.23,0.0,0.0,3.69,0.0,0.0,5.910000000000005,0.0,0.0,1500.0,50.0,14.961216703259884
2021-09-12 05:25:00,0.0,0.0,0.75,0.0,0.0,0.44,0.0,0.0,1.5,0.0,0.0,1.23,0.0,0.0,2.3,0.0,0.0,5.910000000000005,0.0,0.0,1500.0,50.0,19.889328332018074
2021-09-12 05:30:00,0.0,0.0,0.75,0.0,0.0,0.44,0.0,0.0,1.5,0.0,0.0,1.23,0.0,0.0,2.3,0.0,0.0,5.909999999999994,0.0,0.0,1500.0,50.0,-8.051133739895316e-09
