I,DISPATCH,PRICE,,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,RRP Record,ROP Record
D,DISPATCH,PRICE,,2020/09/01 19:50:00,,NSW1,,0,48.50360150147104,50.95676,50.95676
D,DISPATCH,PRICE,,2020/09/01 19:50:00,,QLD1,,0,44.92017209605199,47.20986,47.20986
D,DISPATCH,PRICE,,2020/09/01 19:50:00,,SA1,,0,40.99819963992799,41.0,41.0
D,DISPATCH,PRICE,,2020/09/01 19:50:00,,TAS1,,0,43.0590245456428,46.01822,46.01822
D,DISPATCH,PRICE,,2020/09/01 19:50:00,,VIC1,,0,47.22402937763037,49.66242,49.66242
