I,DISPATCH,PRICE,,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,RRP Record,ROP Record
D,DISPATCH,PRICE,,2020/09/01 08:25:00,,NSW1,,0,37.330603076552336,37.27226,37.27226
D,DISPATCH,PRICE,,2020/09/01 08:25:00,,QLD1,,0,-28.161683022662285,-44.28,-44.28
D,DISPATCH,PRICE,,2020/09/01 08:25:00,,SA1,,0,29.68954754025782,21.09999,21.09999
D,DISPATCH,PRICE,,2020/09/01 08:25:00,,TAS1,,0,41.33025903710741,101.96,101.96
D,DISPATCH,PRICE,,2020/09/01 08:25:00,,VIC1,,0,40.50031010957205,40.5,40.5
