I,DISPATCH,PRICE,,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,RRP Record,ROP Record
D,DISPATCH,PRICE,,2020/09/01 09:40:00,,NSW1,,0,47.839383417247234,54.50974,54.50974
D,DISPATCH,PRICE,,2020/09/01 09:40:00,,QLD1,,0,18.49973586899102,16.0,16.0
D,DISPATCH,PRICE,,2020/09/01 09:40:00,,SA1,,0,45.43907079202964,-2.0,-2.0
D,DISPATCH,PRICE,,2020/09/01 09:40:00,,TAS1,,0,41.16149076438731,57.94151,57.94151
D,DISPATCH,PRICE,,2020/09/01 09:40:00,,VIC1,,0,52.69540443380724,59.09902,59.09902
