I,DISPATCH,PRICE,,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,RRP Record,ROP Record
D,DISPATCH,PRICE,,2020/09/01 23:50:00,,NSW1,,0,38.38887158725215,38.45015,38.45015
D,DISPATCH,PRICE,,2020/09/01 23:50:00,,QLD1,,0,31.95175438596491,32.58428,32.58428
D,DISPATCH,PRICE,,2020/09/01 23:50:00,,SA1,,0,33.30911228439611,33.35571,33.35571
D,DISPATCH,PRICE,,2020/09/01 23:50:00,,TAS1,,0,38.312133996604096,38.07351,38.07351
D,DISPATCH,PRICE,,2020/09/01 23:50:00,,VIC1,,0,37.12031445856985,37.17173,37.17173
