I,DISPATCH,PRICE,,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,RRP Record,ROP Record
D,DISPATCH,PRICE,,2020/09/01 18:20:00,,NSW1,,0,98.74504717459672,299.5,299.5
D,DISPATCH,PRICE,,2020/09/01 18:20:00,,QLD1,,0,95.83971235207235,292.19685,292.19685
D,DISPATCH,PRICE,,2020/09/01 18:20:00,,SA1,,0,41.998399679935986,58.03,58.03
D,DISPATCH,PRICE,,2020/09/01 18:20:00,,TAS1,,0,73.80408271828172,9.43,9.43
D,DISPATCH,PRICE,,2020/09/01 18:20:00,,VIC1,,0,91.83767065460655,279.96677,279.96677
