2020/09/01 12:55:00
Item,Our Objective,AEMO Objective,Our Violation,AEMO Violation
Value,-10975707.40113516,-41162686.905,0.0,0.1
Interconnector,Inter-flow,AEMO,Losses,AEMO
N-Q-MNSP1,-49.0,-49.0,0.014038499999994514,0.01404
NSW1-QLD1,-270.98581,-258.84295,6.76952665407068,6.09122
VIC1-NSW1,666.7785720792319,669.96768,57.73057727399436,55.26461
T-V-MNSP1,-346.91927123350786,-345.2272,13.871991586292008,13.74419
V-SA,-103.41382560356911,-103.38524,1.0902066555035523,1.18193
V-S-MNSP1,18.0,18.0,-0.9006641999999998,-0.90066
REGIONSUM,Region ID,Total Demand,*Dispatchable Generation*,AEMO Gen Record,*Dispatchable Load*,AEMO Load Record,Net Interconnector Targets (into),AEMO Inter-flow,RAISEREG,AEMO RAISEREG,RAISE6SEC,AEMO RAISE6SEC,RAISE60SEC,AEMO RAISE60SEC,RAISE5MIN,AEMO RAISE5MIN,LOWERREG,AEMO LOWERREG,LOWER6SEC,AEMO LOWER6SEC,LOWER60SEC,AEMO LOWER60SEC,LOWER5MIN,AEMO LOWER5MIN
REGIONSUM,NSW1,6871.28,5921.494293453676,5928.7,0.0,0.0,986.764382079232,977.81063,109.0,119.06,126.47953673733795,142.0,133.73833000000002,114.0,50.0,50.0,51.97498000000001,76.53,45.03505999999996,62.18,70.0,90.0,70.0,70.0
REGIONSUM,QLD1,4635.34,4959.191740212821,4946.66,0.0,0.0,-319.98581,-307.84295,45.0,45.0,82.0,73.22,64.0,85.22,31.0,31.0,36.55626999999999,12.0,105.00000000000003,92.86,105.0,92.86,0.0,0.0
REGIONSUM,SA1,766.79,917.2441000000001,917.24,65.0,65.0,-85.41382560356911,-85.38524,0.0,0.0,120.0,115.0,96.0,83.27,83.0,83.0,0.0,0.0,85.0,75.0,63.0,53.0,45.0,45.0
REGIONSUM,TAS1,1101.64,754.7207287664922,756.41,0.0,0.0,346.91927123350786,345.2272,25.0,41.43,59.25879326266207,67.51,80.0,91.24,84.07239000000004,84.07,41.0,41.0,0.0,0.0,36.10552000000001,50.25,54.031007751937985,54.03
REGIONSUM,VIC1,4075.96,5038.751881729999,5038.75,10.0,10.0,-915.1010854022975,-916.6910064,41.0,14.51,85.0,75.0,99.0,99.0,107.0,107.0,80.46875,80.47,49.0,54.0,92.0,80.0,89.40856224806203,89.41
PRICE,Region ID,Price,AEMO Regional Reference Price,AEMO ROP,RAISEREG,AEMO RAISEREG,RAISE6SEC,AEMO RAISE6SEC,RAISE60SEC,AEMO RAISE60SEC,RAISE5MIN,AEMO RAISE5MIN,LOWERREG,AEMO LOWERREG,LOWER6SEC,AEMO LOWER6SEC,LOWER60SEC,AEMO LOWER60SEC,LOWER5MIN,AEMO LOWER5MIN
PRICE,NSW1,23.364521951131202,35.31,35.31,7.89,8.0,1.1,1.45,1.1,1.73,0.9,0.9,15.0,15.49023,0.14,0.21,0.18,0.44,0.79,0.79
PRICE,QLD1,-1.1451667228022904,-1.29,-1.29,7.89,8.0,1.1,1.45,1.1,1.73,0.9,0.9,15.0,15.49023,7.68,16.73,16.611008276434244,19.80043,0.79,0.79
PRICE,SA1,19.31639874807716,29.29637,29.29637,7.89,8.0,1.1,1.45,1.1,1.73,0.9,0.9,15.0,15.49023,0.14,0.21,0.18,0.44,0.79,0.79
PRICE,TAS1,20.67149046438731,31.29609,31.29609,7.89,8.0,1.45,1.45,1.1,1.73,0.9,0.9,15.0,15.49023,0.4,0.21,0.18,0.44,0.79,0.79
PRICE,VIC1,19.92379487287103,30.24777,30.24777,7.89,8.0,1.1,1.45,1.1,1.73,0.9,0.9,15.0,15.49023,0.14,0.21,0.18,0.44,0.79,0.79
