I,DISPATCH,PRICE,,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,RRP Record,ROP Record
D,DISPATCH,PRICE,,2020/09/01 09:15:00,,NSW1,,0,37.031033722411024,36.33552,36.33552
D,DISPATCH,PRICE,,2020/09/01 09:15:00,,QLD1,,0,20.4350294025169,10.85634,10.85634
D,DISPATCH,PRICE,,2020/09/01 09:15:00,,SA1,,0,-39.00380775959658,-39.0,-39.0
D,DISPATCH,PRICE,,2020/09/01 09:15:00,,TAS1,,0,40.33586132177681,40.34,40.34
D,DISPATCH,PRICE,,2020/09/01 09:15:00,,VIC1,,0,40.50031010957205,39.81751,39.81751
