I,DISPATCH,PRICE,,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,RRP Record,ROP Record
D,DISPATCH,PRICE,,2020/09/01 18:55:00,,NSW1,,0,58.01427644386762,58.01,58.01
D,DISPATCH,PRICE,,2020/09/01 18:55:00,,QLD1,,0,55.8874322889731,56.30168,56.30168
D,DISPATCH,PRICE,,2020/09/01 18:55:00,,SA1,,0,40.442575347952335,40.44,40.44
D,DISPATCH,PRICE,,2020/09/01 18:55:00,,TAS1,,0,33.93484437755423,4.58599,4.58599
D,DISPATCH,PRICE,,2020/09/01 18:55:00,,VIC1,,0,52.22702876906836,51.3588,51.3588
