2020/09/01 20:35:00
Item,Our Objective,AEMO Objective,Our Violation,AEMO Violation
Value,-15038823.897200607,608761847.352,0.0,30.048
Interconnector,Inter-flow,AEMO,Losses,AEMO
N-Q-MNSP1,-56.99999999999999,-57.0,0.5354864999999926,0.53549
NSW1-QLD1,-478.01176537863586,-444.45292,12.282987966280789,9.73913
VIC1-NSW1,137.193878670452,148.4583,-2.3525666040890627,-2.6572
T-V-MNSP1,50.0,50.0,0.06611145999999828,0.06611
V-SA,-420.0,-420.0,33.85538618071005,33.93427
V-S-MNSP1,-80.99999999999997,-95.0,13.25839994999999,17.09971
REGIONSUM,Region ID,Total Demand,*Dispatchable Generation*,AEMO Gen Record,*Dispatchable Load*,AEMO Load Record,Net Interconnector Targets (into),AEMO Inter-flow,RAISEREG,AEMO RAISEREG,RAISE6SEC,AEMO RAISE6SEC,RAISE60SEC,AEMO RAISE60SEC,RAISE5MIN,AEMO RAISE5MIN,LOWERREG,AEMO LOWERREG,LOWER6SEC,AEMO LOWER6SEC,LOWER60SEC,AEMO LOWER60SEC,LOWER5MIN,AEMO LOWER5MIN
REGIONSUM,NSW1,9284.25,8616.19506,8637.22,0.0,0.0,672.2056440490878,649.91122,91.0156021118164,106.83,181.70932000000005,131.28,117.98119409999998,119.28,51.0,60.69,70.0,77.0,86.06882000000002,98.07,158.0,158.0,78.0,78.0
REGIONSUM,QLD1,6507.03,7049.321521499416,7014.31,0.0,0.0,-535.0117653786358,-501.45292,74.81439788818358,92.0,61.0,108.0,77.0,78.72,27.83988750167839,21.0,20.0,20.0,0.0,0.0,5.0,5.0,0.0,0.0
REGIONSUM,SA1,1621.64,2135.022168393485,2150.08,0.0,0.0,-501.0,-515.0,55.0,85.0,128.0,133.0,116.0,115.27,71.0,81.0,90.0,83.0,112.0,112.0,90.0,90.0,70.0,62.0
REGIONSUM,TAS1,1305.19,1355.25611146,1355.25,0.0,0.0,-50.0,-50.0,50.0,50.0,40.0,60.43,83.09709000000001,101.8,82.01648659832165,64.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REGIONSUM,VIC1,5773.15,5395.0109441,5395.01,0.0,0.0,411.906121329548,414.6417,88.0,25.0,116.0,94.0,166.0,145.0,103.0,108.0,30.0,30.0,86.0,74.0,129.76880999999997,129.77,105.92064000000005,113.92
PRICE,Region ID,Price,AEMO Regional Reference Price,AEMO ROP,RAISEREG,AEMO RAISEREG,RAISE6SEC,AEMO RAISE6SEC,RAISE60SEC,AEMO RAISE60SEC,RAISE5MIN,AEMO RAISE5MIN,LOWERREG,AEMO LOWERREG,LOWER6SEC,AEMO LOWER6SEC,LOWER60SEC,AEMO LOWER60SEC,LOWER5MIN,AEMO LOWER5MIN
PRICE,NSW1,54.09142561561053,58.01,58.01,18.728521445484173,30.6199,5.2,17.9699,5.1,13.0,0.9380787436523775,0.99,13.1,14.0,1.23,1.23,1.94,1.94,1.78,1.78
PRICE,QLD1,49.945175438596486,53.96463,53.96463,18.728521445484173,30.6199,5.2,17.9699,5.1,13.0,0.9380787436523775,0.99,13.1,14.0,1.23,1.23,1.94,1.94,1.78,1.78
PRICE,SA1,40.99819963992799,41.0,41.0,18.728521445484173,30.6199,5.2,17.9699,5.1,13.0,0.9380787436523775,0.99,13.1,14.0,1.23,1.23,1.94,1.94,1.78,1.78
PRICE,TAS1,101.95573854863612,102.01,102.01,8.0,8.09,5.2,17.9699,8.49,13.0,0.9380787436523775,0.99,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
PRICE,VIC1,54.46966742237558,57.96908,57.96908,18.728521445484173,30.6199,5.2,17.9699,5.1,13.0,0.9380787436523775,0.99,13.1,14.0,1.23,1.23,1.94,1.94,1.78,1.78
