I,DISPATCH,PRICE,,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,RRP Record,ROP Record
D,DISPATCH,PRICE,,2020/09/01 17:20:00,,NSW1,,0,39.42623547887609,41.89842,41.89842
D,DISPATCH,PRICE,,2020/09/01 17:20:00,,QLD1,,0,37.44123236971091,39.49846,39.49846
D,DISPATCH,PRICE,,2020/09/01 17:20:00,,SA1,,0,38.80995210028726,41.0,41.0
D,DISPATCH,PRICE,,2020/09/01 17:20:00,,TAS1,,0,38.85018428954406,41.12797,41.12797
D,DISPATCH,PRICE,,2020/09/01 17:20:00,,VIC1,,0,40.12012346552447,42.67651,42.67651
