I,DISPATCH,PRICE,,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,RRP Record,ROP Record
D,DISPATCH,PRICE,,2020/09/01 23:00:00,,NSW1,,0,34.934609339287206,35.31,35.31
D,DISPATCH,PRICE,,2020/09/01 23:00:00,,QLD1,,0,31.95175438596491,32.48765,32.48765
D,DISPATCH,PRICE,,2020/09/01 23:00:00,,SA1,,0,27.968069853330352,28.32567,28.32567
D,DISPATCH,PRICE,,2020/09/01 23:00:00,,TAS1,,0,34.333941524325056,33.90218,33.90218
D,DISPATCH,PRICE,,2020/09/01 23:00:00,,VIC1,,0,32.43439459621892,32.8491,32.8491
