I,DISPATCH,PRICE,,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,RRP Record,ROP Record
D,DISPATCH,PRICE,,2020/09/01 10:50:00,,NSW1,,0,39.796851193499236,39.80023,39.80023
D,DISPATCH,PRICE,,2020/09/01 10:50:00,,QLD1,,0,-27.95590055124311,-31.62,-31.62
D,DISPATCH,PRICE,,2020/09/01 10:50:00,,SA1,,0,0.0,-1.0,-1.0
D,DISPATCH,PRICE,,2020/09/01 10:50:00,,TAS1,,0,37.45638777029943,37.64101,37.64101
D,DISPATCH,PRICE,,2020/09/01 10:50:00,,VIC1,,0,36.674678369993316,36.84298,36.84298
