I,DISPATCH,PRICE,,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,RRP Record,ROP Record
D,DISPATCH,PRICE,,2020/09/01 14:25:00,,NSW1,,0,16.029340347305908,13.76491,13.76491
D,DISPATCH,PRICE,,2020/09/01 14:25:00,,QLD1,,0,0.0,2e-05,2e-05
D,DISPATCH,PRICE,,2020/09/01 14:25:00,,SA1,,0,-36.99701553977565,-39.0,-39.0
D,DISPATCH,PRICE,,2020/09/01 14:25:00,,TAS1,,0,20.32451796438731,20.32,20.32
D,DISPATCH,PRICE,,2020/09/01 14:25:00,,VIC1,,0,13.683827665396477,11.64664,11.64664
